,RMSD_6eqe_PET-tetramer_1
1666,0.93879
1667,0.9422567
1668,0.9363951
1669,0.9391362
1670,0.94107974
1671,0.94196254
1672,0.9457646
1673,0.93724835
1674,0.9404853
1675,0.9383014
1676,0.9331967
1677,0.9413095
1678,0.93531203
1679,0.9361092
1680,0.93714756
1681,0.9380825
1682,0.9384942
1683,0.9369293
1684,0.93688416
1685,0.93860173
1686,0.9435262
1687,0.93911135
1688,0.9347764
1689,0.9421129
1690,0.93735206
1691,0.944227
1692,0.9389592
1693,0.93694705
1694,0.93929213
1695,0.94235563
1696,0.9492346
1697,0.9370304
1698,0.941493
1699,0.9352902
1700,0.94366264
1701,0.9410578
1702,0.9378149
1703,0.9487013
1704,0.9520186
1705,0.94078654
1706,0.9494883
1707,0.948286
1708,0.9577942
1709,0.95589536
1710,0.9590748
1711,0.9468782
1712,0.9497974
1713,0.95790344
1714,0.95310384
1715,0.9423287
1716,0.9443172
1717,0.9417174
1718,0.947222
1719,0.9473367
1720,0.9449606
1721,0.9557877
1722,0.95095414
1723,0.9484241
1724,0.9476947
1725,0.9534811
1726,0.94977856
1727,0.94836015
1728,0.94156504
1729,0.9380206
1730,0.94863534
1731,0.9449469
1732,0.9478898
1733,0.94460225
1734,0.9387574
1735,0.94201475
1736,0.9479874
1737,0.9376466
1738,0.93496597
1739,0.93726796
1740,0.9333549
1741,0.93638396
1742,0.93551075
1743,0.9349798
1744,0.9336938
1745,0.93358284
1746,0.93437934
1747,0.9313622
1748,0.9366406
1749,0.9342006
1750,0.93315756
1751,0.9284587
1752,0.93146044
1753,0.9445909
1754,0.9271254
1755,0.9347623
1756,0.92827874
1757,0.9374989
1758,0.94291013
1759,0.93036276
1760,0.9380166
1761,0.9456705
1762,0.9413203
1763,0.9306999
1764,0.93545127
1765,0.93185526
1766,0.937308
1767,0.92857724
1768,0.9355252
1769,0.94205856
1770,0.93656605
1771,0.9345429
1772,0.94094795
1773,0.93140066
1774,0.93194914
1775,0.9386166
1776,0.94516224
1777,0.94055194
1778,0.9398074
1779,0.93717384
1780,0.9403677
1781,0.93649995
1782,0.9337812
1783,0.93184566
1784,0.9470646
1785,0.9418298
1786,0.9388437
1787,0.9416102
1788,0.9340178
1789,0.9391476
1790,0.9381565
1791,0.9371004
1792,0.9352493
1793,0.9415714
1794,0.93359935
1795,0.93989736
1796,0.93111664
1797,0.93444824
1798,0.93656707
1799,0.9296358
1800,0.9341596
1801,0.93765485
1802,0.9400634
1803,0.9402392
1804,0.94280994
1805,0.9422854
1806,0.94115555
1807,0.93492925
1808,0.9453782
1809,0.93628895
1810,0.94027567
1811,0.93647367
1812,0.93698126
1813,0.9323947
1814,0.9451389
1815,0.94847757
1816,0.941858
1817,0.92957056
1818,0.938335
1819,0.9411096
1820,0.9305003
1821,0.940689
1822,0.9607539
1823,0.95000726
1824,0.9525349
1825,0.943556
1826,0.9363171
1827,0.9448456
1828,0.94538313
1829,0.9412741
1830,0.936634
1831,0.9383999
1832,0.94488084
1833,0.9482629
1834,0.9463226
1835,0.9598952
1836,0.9600117
1837,0.95761406
1838,0.9693511
1839,0.963072
1840,0.97044635
1841,0.9670499
1842,0.95676965
1843,0.9702179
1844,0.9660084
1845,0.97521263
1846,1.3661231
1847,0.9934621
1848,0.97408444
1849,0.97385293
1850,0.96148324
1851,0.970608
1852,0.9830915
1853,0.99840504
1854,1.3832937
1855,0.9760681
1856,1.379596
1857,0.98183334
1858,1.3457838
1859,1.3466386
1860,0.96671337
1861,0.97903883
1862,0.95792216
1863,0.97162914
1864,0.96895355
1865,0.9720875
1866,0.9700147
1867,0.96412516
1868,0.97793746
1869,0.958498
1870,0.96476126
1871,0.96903104
1872,0.9629143
1873,0.9530564
1874,0.9490018
1875,0.94752556
1876,0.9516123
1877,0.95052356
1878,0.956382
1879,0.9532431
1880,0.9534412
1881,0.950734
1882,0.94584894
1883,0.9464799
1884,0.9475707
1885,0.94714063
1886,0.94603336
1887,0.9475604
1888,0.94491404
1889,0.96110183
1890,0.94909215
1891,0.9538757
1892,0.9561795
1893,0.94629425
1894,0.9543897
1895,0.9473616
1896,0.94724613
1897,0.9452567
1898,0.94268
1899,0.93241495
1900,0.9449145
1901,0.9424859
1902,0.9405778
1903,0.9359082
1904,0.9468971
1905,0.9437907
1906,0.952466
1907,0.9546454
1908,0.9458408
1909,0.9471976
1910,0.9547334
1911,0.952692
1912,0.95194995
1913,0.9336135
1914,0.95918596
1915,0.9537595
1916,0.946487
1917,0.9456823
1918,0.9395075
1919,0.94192743
1920,0.9439179
1921,0.94265383
1922,0.9372754
1923,0.9392826
1924,0.94327646
1925,0.9454746
1926,0.9451607
1927,0.9465991
1928,0.9445875
1929,0.9452675
1930,0.9458844
1931,0.9522142
1932,0.94897217
1933,0.9505494
1934,0.948097
1935,0.94226515
1936,0.9421546
1937,0.94967645
1938,0.95035696
1939,0.9420728
1940,0.9463381
1941,0.9458326
1942,0.94504344
1943,0.944477
1944,0.9441767
1945,0.9410491
1946,0.94285107
1947,0.95530105
1948,0.9531393
1949,0.94929975
1950,0.9498785
1951,0.9524509
1952,0.95500433
1953,0.96698946
1954,0.95459175
1955,0.9502929
1956,0.9429357
1957,0.94137865
1958,0.95698106
1959,0.95612854
1960,0.9676755
1961,0.9660218
1962,0.95542514
1963,0.97485673
1964,0.97289616
1965,0.97844666
1966,0.2895157
1967,0.9803761
1968,0.986469
1969,0.9743865
1970,0.29305518
1971,0.29174012
1972,1.4340479
1973,1.4406912
1974,1.0734167
1975,1.0774788
1976,1.4435033
1977,1.0836289
1978,1.0999337
1979,1.0838487
1980,1.0901597
1981,1.0913223
1982,1.087822
1983,1.4565644
1984,1.4661722
1985,1.0769345
1986,1.077336
1987,1.092342
1988,1.0828679
1989,1.0803677
1990,1.0844312
1991,1.0822116
1992,1.0941409
1993,1.0870519
1994,1.0723045
1995,1.0757226
1996,1.0423719
1997,1.0455852
1998,1.0560122
1999,1.0410671
2000,1.0426779
2001,1.0368502
2002,1.0408819
2003,1.0450069
2004,1.0359633
2005,1.048266
2006,0.2906604
2007,0.2910629
2008,0.29214284
2009,0.28762767
2010,0.29476765
2011,0.2949337
2012,0.28901044
2013,0.28108868
2014,0.28572285
2015,0.28920302
2016,0.2782956
2017,0.26979268
2018,0.26298517
2019,0.25905532
2020,0.25966862
2021,0.26069653
2022,0.2648593
2023,0.2697125
2024,0.27758646
2025,0.27746555
2026,0.27385712
2027,0.28703168
2028,0.27822772
2029,0.2744301
2030,0.27954406
2031,0.26818395
2032,0.28100112
2033,0.28189307
2034,0.263809
2035,0.276384
2036,0.28687403
2037,0.2718439
2038,0.2841798
2039,0.28352132
2040,0.28152782
2041,0.28180754
2042,0.2840862
2043,0.28529018
2044,0.2834117
2045,0.29003292
2046,0.28013027
2047,0.27822325
2048,0.27653503
2049,0.28508273
2050,0.28576633
2051,0.28449538
2052,0.27748793
2053,0.2819195
2054,0.2832819
2055,0.2822975
2056,0.2797254
2057,0.28201473
2058,0.2907596
2059,0.28263363
2060,0.29366857
2061,0.2823019
2062,0.29327136
2063,0.2801773
2064,0.27879888
2065,0.29615486
2066,0.29350856
2067,0.2916839
2068,0.29347894
2069,0.28386915
2070,0.96664727
2071,0.9730461
2072,0.9624408
2073,0.966401
2074,0.95834136
2075,0.95613813
2076,0.95740074
2077,0.9524073
2078,0.95654804
2079,1.413797
2080,1.4119552
2081,1.05052
2082,1.4168153
2083,1.42408
2084,1.411755
2085,1.4129577
2086,1.4140239
2087,1.4132509
2088,1.074801
2089,1.0634629
2090,1.4045602
2091,1.4068316
2092,1.426016
2093,1.4179913
2094,1.4128987
2095,0.95389056
2096,1.4162445
2097,0.9537629
2098,0.96495265
2099,1.4166272
2100,1.4181919
2101,1.4155577
2102,0.9389565
2103,0.94522697
2104,1.4163823
2105,1.4158031
2106,0.94467354
2107,0.9505403
2108,1.3916657
2109,1.400258
2110,1.4019994
2111,1.4104369
2112,0.96438736
2113,1.3993287
2114,1.4021147
2115,0.9681994
2116,0.9608859
2117,0.95930076
2118,0.9645543
2119,1.4108574
2120,0.98437625
2121,1.4192773
2122,0.9807749
2123,0.9959818
2124,1.420241
2125,0.9888376
2126,1.4185374
2127,1.0557723
2128,1.0545024
2129,1.4057528
2130,1.4151813
2131,1.4293069
2132,1.4207213
2133,1.4066812
2134,1.4270059
2135,1.4235742
2136,1.4349412
2137,1.0519844
2138,1.4289378
2139,1.4148897
2140,1.413969
2141,1.4046123
2142,1.4192572
2143,1.4092118
2144,1.4217942
2145,1.0452564
2146,1.4113734
2147,1.4247102
2148,1.035813
2149,1.0521827
2150,1.4269621
2151,1.4067492
2152,1.407962
2153,1.0423195
2154,1.4322617
2155,1.4181643
2156,1.4089999
2157,1.4164463
2158,1.4167547
2159,1.4103265
2160,1.4190975
2161,1.4043012
2162,1.4207073
2163,1.4148744
2164,1.405678
2165,1.4064913
2166,1.418404
2167,0.96979123
2168,1.4285246
2169,1.4275262
2170,0.969298
2171,0.9980086
2172,0.9837279
2173,0.28242162
2174,0.27799624
2175,0.2830405
2176,0.28049913
2177,1.0016465
2178,0.28004774
2179,0.28676915
2180,0.28564107
2181,1.0623916
2182,1.0586917
2183,0.27915078
2184,1.0681503
2185,1.0594825
2186,1.0800991
2187,1.0476631
2188,1.0360692
2189,1.0488085
2190,1.061503
2191,1.0599824
2192,1.0614424
2193,1.0617886
2194,1.0609453
2195,1.05216
2196,1.0621818
2197,1.0635524
2198,1.397789
2199,1.0648036
2200,1.0613946
2201,1.0669259
2202,1.0450095
2203,1.056869
2204,1.0800855
2205,1.0515348
2206,1.063474
2207,1.0665046
2208,1.0470552
2209,1.0629758
2210,1.0693007
2211,1.0675384
2212,1.0567416
2213,1.0675474
2214,1.060318
2215,1.0521876
2216,1.069355
2217,1.4342171
2218,1.447998
2219,1.4306042
2220,1.4513226
2221,1.0894976
2222,1.4353552
2223,1.4370843
2224,1.0803205
2225,1.0746408
2226,1.0773953
2227,1.4444355
2228,1.4274814
2229,1.4295653
2230,1.0632794
2231,1.4411217
2232,1.4367975
2233,1.4487569
2234,1.4456849
2235,1.4282683
2236,1.4447469
2237,1.4377282
2238,1.430123
2239,1.4283769
2240,1.4422219
2241,1.4400445
2242,1.4422677
2243,1.4221945
2244,1.4275522
2245,1.4197465
2246,1.4186802
2247,1.4247737
2248,0.966012
2249,0.97507906
2250,0.9651265
2251,0.95219874
2252,0.9620673
2253,0.9587166
2254,0.95591486
2255,0.94371957
2256,0.9480993
2257,0.9530608
2258,0.9580223
2259,0.949182
2260,0.94702595
2261,0.9573335
2262,1.4214274
2263,1.4146304
2264,1.4296452
2265,1.4234669
2266,1.4266646
2267,1.4168934
2268,1.4156014
2269,1.4127818
2270,1.4218493
2271,1.417747
2272,1.4164599
2273,1.4184793
2274,1.4303035
2275,1.4169004
2276,1.420615
2277,1.4186944
2278,1.4178454
2279,1.4138027
2280,1.4256953
2281,1.4213188
2282,1.4252758
2283,1.4229779
2284,1.4270566
2285,1.4207207
2286,1.4321153
2287,0.9759451
2288,0.9828566
2289,0.98210084
2290,0.97598815
2291,0.9835482
2292,0.9678507
2293,0.98271316
2294,0.9762069
2295,0.9678982
2296,0.99067533
2297,1.4239124
2298,1.4137802
2299,0.988415
2300,1.4219071
2301,1.4276958
2302,1.4306
2303,0.9895047
2304,1.4154946
2305,1.4291728
2306,1.4296162
2307,1.4250492
2308,0.9821983
2309,0.9643348
2310,0.972993
2311,0.98155636
2312,0.9856346
2313,0.98252696
2314,0.98236305
2315,0.97023225
2316,1.4183862
2317,0.9803847
2318,0.96816987
2319,0.98297715
2320,0.962112
2321,0.9718571
2322,0.96930903
2323,0.97097206
2324,0.96468884
2325,1.4295079
2326,0.97151995
2327,0.99411213
2328,0.98825026
2329,1.4161582
2330,0.97953916
2331,0.9726749
2332,1.4281764
2333,1.4309092
2334,0.9629391
2335,0.9588534
2336,0.96214247
2337,1.431027
2338,1.4289447
2339,0.9456032
2340,0.9565561
2341,0.96329963
2342,0.9577784
2343,1.4397527
2344,0.9636824
2345,0.9607193
2346,1.4537748
2347,0.9662057
2348,0.9647004
2349,0.9658692
2350,0.96027625
2351,1.3480674
2352,1.3352913
2353,1.7231189
2354,1.7169139
2355,1.3412646
2356,1.7157453
2357,1.7155997
2358,1.7161899
2359,1.7137002
2360,1.7215433
2361,1.7167883
2362,1.7174058
2363,1.7163252
2364,1.7104607
2365,1.7145233
2366,1.7127659
2367,1.719635
2368,1.7236028
2369,1.7264827
2370,1.7242146
2371,1.7372859
2372,1.7377895
2373,1.7425565
2374,1.7419213
2375,1.7432992
2376,1.4400009
2377,1.4407185
2378,1.4452631
2379,1.4347535
2380,1.4396559
2381,1.441974
2382,1.4413272
2383,1.4474972
2384,1.4465638
2385,1.7471805
2386,1.4416041
2387,1.4432709
2388,1.440336
2389,1.7394675
2390,1.4494444
2391,1.4473999
2392,1.4361542
2393,1.4472591
2394,1.4400419
2395,1.433391
2396,1.4331859
2397,1.432609
2398,0.9450644
2399,0.9610103
2400,0.9631306
2401,0.9744051
2402,0.98847485
2403,0.9751112
2404,0.9865977
2405,0.98502445
2406,0.9779708
2407,0.97385246
2408,0.97744757
2409,0.9896484
2410,0.98939896
2411,0.98410857
2412,0.9922537
2413,0.9901064
2414,0.9796429
2415,1.0037221
2416,0.9915503
2417,0.9814515
2418,0.9926111
2419,0.98581845
2420,1.0000014
2421,0.9913259
2422,0.9881544
2423,0.9886257
2424,0.99320686
2425,0.98894393
2426,0.9874028
2427,0.9844901
2428,0.97005904
2429,0.98602086
2430,1.4581302
2431,1.4505169
2432,1.451492
2433,0.991101
2434,0.988168
2435,0.98028785
2436,0.987966
2437,1.4502256
2438,1.4436603
2439,1.4652677
2440,1.4531986
2441,1.4548558
2442,1.4628632
2443,1.4667473
2444,1.440216
2445,1.4559975
2446,1.4643782
2447,1.4666647
2448,1.463457
2449,1.4525596
2450,1.4690791
2451,1.4633715
2452,1.4633654
2453,1.4634557
2454,1.4603419
2455,0.94365084
2456,0.94498265
2457,0.9610807
2458,0.971057
2459,0.97167754
2460,0.9863415
2461,0.9880976
2462,0.98905474
2463,0.97966754
2464,0.9883918
2465,0.9865864
2466,0.9767299
2467,0.9871795
2468,0.9906209
2469,0.9830315
2470,0.9825718
2471,0.9916498
2472,0.9719683
2473,0.97679305
2474,0.9772001
2475,0.9775981
2476,0.9623548
2477,0.9840876
2478,0.98161125
2479,0.97197807
2480,0.97068864
2481,0.96922725
2482,0.97689563
2483,0.99521136
2484,0.97524804
2485,0.9799676
2486,0.9770859
2487,0.9707959
2488,0.9726105
2489,0.973662
2490,0.9872213
2491,1.4434841
2492,1.4571576
2493,1.4578377
2494,1.4485621
2495,0.9724497
2496,1.4455369
2497,1.4400558
2498,1.446201
2499,0.9775948
2500,1.4404379
2501,1.4314053
2502,1.4371294
2503,1.4351691
2504,1.4403889
2505,1.4373808
2506,1.4486778
2507,1.442378
2508,1.4371746
2509,1.4351565
2510,0.9547084
2511,0.9502058
2512,0.96502346
2513,0.9612107
2514,0.96093684
2515,0.95142424
2516,0.96995527
2517,0.96512264
2518,0.9640486
2519,0.961536
2520,0.9514658
2521,1.4238863
2522,0.97729576
2523,1.4304063
2524,1.4236337
2525,0.96868575
2526,1.4165541
2527,1.4306669
2528,1.4389969
2529,1.430495
2530,0.95375454
2531,1.4414744
2532,1.4369265
2533,0.94969296
2534,0.9546219
2535,0.952681
2536,0.9528754
2537,0.9628268
2538,0.96942955
2539,0.9585802
2540,0.94830376
2541,0.9578648
2542,0.9581146
2543,0.9585239
2544,0.9483043
2545,0.9612883
2546,0.9450074
2547,0.94974923
2548,0.94175774
2549,0.9485074
2550,0.9434451
2551,0.9497029
2552,0.94799525
2553,0.955364
2554,0.9304301
2555,0.9479077
2556,0.9600241
2557,0.94683594
2558,0.9482026
2559,1.4359215
2560,0.95364714
2561,1.442143
2562,1.4345051
2563,1.4391195
2564,1.4378017
2565,0.95017177
2566,1.4168671
2567,0.9489937
2568,1.4391108
2569,0.9493448
2570,1.4458219
2571,1.4446602
2572,1.4397203
2573,1.4438967
2574,1.4478115
2575,1.4431914
2576,1.4441286
2577,1.4428592
2578,1.4450037
2579,1.4449587
2580,1.4434736
2581,1.4436299
2582,1.44485
2583,1.4382421
2584,1.4385277
2585,1.4433237
2586,1.436667
2587,1.4378037
2588,1.4341319
2589,1.4395506
2590,1.4305689
2591,1.4326127
2592,1.4320692
2593,1.4335506
2594,1.4345372
2595,1.4426222
2596,1.4302568
2597,1.4336666
2598,1.4338632
2599,1.4392972
2600,1.4475307
2601,1.4363214
2602,1.4297047
2603,1.4292963
2604,1.4179518
2605,1.4361318
2606,1.4297104
2607,1.4325407
2608,1.4374989
2609,1.4221963
2610,1.4317275
2611,1.4352235
2612,1.4370866
2613,1.4238741
2614,1.4383823
2615,1.4188172
2616,1.4184648
2617,1.4188143
2618,1.421279
2619,1.4136336
2620,1.4157437
2621,1.4059644
2622,1.4104687
2623,1.4037806
2624,1.4013582
2625,1.4336596
2626,1.4083965
2627,1.4283699
2628,1.4273086
2629,1.4239244
2630,1.406546
2631,1.424991
2632,1.4221703
2633,1.4324151
2634,1.4339628
2635,1.4053369
2636,1.4064966
2637,1.4020613
2638,1.4196284
2639,1.4101536
2640,1.4261539
2641,1.4329756
2642,1.4314183
2643,1.432073
2644,1.4222578
2645,1.4185185
2646,1.4301316
2647,1.4473878
2648,1.4373723
2649,1.4443218
2650,1.4375445
2651,1.4213988
2652,1.4215052
2653,1.434818
2654,1.4364992
2655,1.4281485
2656,1.4454224
2657,1.4261961
2658,1.455156
2659,1.443741
2660,1.4331176
2661,1.4353247
2662,1.4345862
2663,1.4426596
2664,1.4377812
2665,1.437151
2666,1.4473089
2667,1.4358712
2668,1.4433241
2669,1.4240099
2670,1.4262795
2671,1.4269719
2672,1.4381802
2673,1.4273233
2674,1.4392995
2675,1.4410636
2676,1.4300568
2677,1.4322616
2678,1.4381387
2679,1.4292012
2680,1.454013
2681,1.4425814
2682,1.4409595
2683,1.444015
2684,1.4339032
2685,1.4506679
2686,1.4403143
2687,1.4530549
2688,1.443174
2689,1.4319968
2690,1.4168603
2691,1.4111089
2692,1.4206442
2693,1.41069
2694,1.4207972
2695,1.4371489
2696,1.4326003
2697,1.4335743
2698,1.4480644
2699,1.4415239
2700,1.4286351
2701,1.434411
2702,1.4457176
2703,1.4303808
2704,1.4403538
2705,1.4409164
2706,1.4404626
2707,1.4437858
2708,1.4514319
2709,1.4453926
2710,1.4642862
2711,1.4561273
2712,1.4628907
2713,1.4727961
2714,1.4179369
2715,1.405826
2716,1.4084734
2717,1.4054875
2718,1.405279
2719,1.4161888
2720,1.4369249
2721,1.4376866
2722,1.4479337
2723,1.4205283
2724,1.415603
2725,1.4189919
2726,1.410911
2727,1.4223821
2728,1.4159431
2729,1.4145008
2730,1.4128345
2731,1.3987725
2732,1.3982208
2733,1.4135619
2734,1.3943621
2735,1.3878671
2736,1.4109291
2737,1.4222763
2738,1.417531
2739,1.4532458
2740,1.4632771
2741,1.4647886
2742,1.4710809
2743,1.7407649
2744,1.4567122
2745,1.7465026
2746,1.7431004
2747,1.7476918
2748,1.740897
2749,1.7564812
2750,1.7519721
2751,1.7439137
2752,1.7420902
2753,1.7417022
2754,1.7478633
2755,1.4138997
2756,1.7338921
2757,1.4196233
2758,1.4078052
2759,1.3887135
2760,1.4011801
2761,1.3949399
2762,1.4071087
2763,1.4115266
2764,1.4302944
2765,1.427072
2766,1.425681
2767,1.426547
2768,1.4291952
2769,1.4138583
2770,1.4260622
2771,1.4176792
2772,1.421111
2773,1.4217402
2774,1.4240897
2775,1.4225172
2776,1.430631
2777,1.4352143
2778,1.4287101
2779,1.4158108
2780,1.4257662
2781,1.4326044
2782,1.4224226
2783,1.4202005
2784,1.4301604
2785,0.9444425
2786,0.94599235
2787,1.4239424
2788,1.4307835
2789,1.4337445
2790,1.4318724
2791,1.4314549
2792,1.4262844
2793,1.4286643
2794,1.4302795
2795,1.4199575
2796,1.4145299
2797,1.7209076
2798,1.7267727
2799,1.7222222
2800,1.7243582
2801,1.7117175
2802,1.4377787
2803,1.7205625
2804,1.4348425
2805,1.44317
2806,1.433896
2807,1.4241929
2808,1.4387615
2809,1.4470509
2810,1.419961
2811,1.7321486
2812,1.423376
2813,1.4367385
2814,1.4574157
2815,1.4386582
2816,1.4363958
2817,1.4537468
2818,1.4586507
2819,1.4235857
2820,1.4562676
2821,1.4557148
2822,1.4578202
2823,1.4522375
2824,1.4317272
2825,1.4423428
2826,1.4317364
2827,1.7094789
2828,1.7047712
2829,1.4368653
2830,1.4215626
2831,1.4278551
2832,1.4202918
2833,1.4288536
2834,1.4228278
2835,1.4251148
2836,1.4325399
2837,1.4265592
2838,1.4259821
2839,1.415433
2840,1.4134176
2841,1.4137615
2842,1.4167905
2843,1.4259043
2844,1.4167216
2845,1.4178561
2846,1.426343
2847,1.7137275
2848,1.7136879
2849,1.7059249
2850,1.7056128
2851,1.718028
2852,1.7095357
2853,1.4171437
2854,1.7205205
2855,1.7025266
2856,1.7106901
2857,1.4165436
2858,1.4197772
2859,1.7098176
2860,1.7052594
2861,1.7125201
2862,1.7189156
2863,1.7181249
2864,1.7126281
2865,1.7103754
2866,1.4090996
2867,1.411903
2868,1.4176911
2869,1.7124083
2870,1.7083613
2871,1.7092963
2872,1.7084241
2873,1.7142583
2874,1.7105879
2875,1.4150696
2876,1.4096184
2877,1.7208555
2878,1.7149653
2879,1.4118434
2880,1.411323
2881,1.4103303
2882,1.4086114
2883,1.7082492
2884,1.7163196
2885,1.7206568
2886,1.4130558
2887,1.7184615
2888,1.7203579
2889,1.7163719
2890,1.7165617
2891,1.7167357
2892,1.7096236
2893,1.7133214
2894,1.4181823
2895,1.4067895
2896,1.395123
2897,1.4085175
2898,1.400657
2899,1.3965344
2900,1.4217912
2901,1.0394651
2902,1.057549
2903,1.4221866
2904,1.4171824
2905,1.4257075
2906,1.4256282
2907,1.4213423
2908,1.4251997
2909,1.4160635
2910,1.4108224
2911,1.4181118
2912,1.4230394
2913,1.423942
2914,1.4287783
2915,1.4240823
2916,1.4170184
2917,1.4063121
2918,1.4123977
2919,1.4049445
2920,1.4080017
2921,1.4147822
2922,1.4062406
2923,1.4096209
2924,1.4162759
2925,1.424131
2926,1.4178538
2927,1.4144318
2928,1.4135499
2929,1.4122427
2930,1.4169208
2931,1.4195002
2932,1.4177116
2933,1.73241
2934,1.7242768
2935,1.4162005
2936,1.6989597
2937,1.7266124
2938,1.7029971
2939,1.7086102
2940,1.4065146
2941,1.4083294
2942,1.4076978
2943,1.414747
2944,1.4009806
2945,1.4184688
2946,1.416793
2947,1.4119294
2948,1.4092015
2949,1.413431
2950,1.408049
2951,1.724422
2952,1.7194772
2953,1.4267373
2954,1.7011192
2955,1.6945788
2956,1.691082
2957,1.7002429
2958,1.4349635
2959,1.4565989
2960,1.4417788
2961,1.4251468
2962,1.4254081
2963,1.4291493
2964,1.4261211
2965,1.4462965
2966,1.7401569
2967,1.7620158
2968,1.7545623
2969,1.4404234
2970,1.4522467
2971,1.7563356
2972,1.4481851
2973,1.4595088
2974,1.4635522
2975,1.4673593
2976,1.4537275
2977,1.7547315
2978,1.4657017
2979,1.7634436
2980,1.7622715
2981,1.7722627
2982,1.4831407
2983,1.4853408
2984,1.4827105
2985,1.4830338
2986,1.488554
2987,1.4787381
2988,1.464567
2989,1.476
2990,1.4811695
2991,1.1151869
2992,1.1132761
2993,1.107629
2994,1.1249408
2995,1.1190282
2996,1.1235778
2997,1.1150923
2998,1.1140852
2999,1.1128544
3000,1.1070168
3001,1.1115968
3002,1.1180418
3003,1.1190149
3004,1.1210272
3005,1.4828902
3006,1.4854112
3007,1.4798796
3008,1.491305
3009,1.1309836
3010,1.121932
3011,1.1281857
3012,1.128048
3013,1.1275277
3014,1.4903821
3015,1.4923693
3016,1.4907292
3017,1.1200062
3018,1.118533
3019,1.4758828
3020,1.4758805
3021,1.4848305
3022,1.4758986
3023,1.4794644
3024,1.4849899
3025,1.4880989
3026,1.4811207
3027,1.4788883
3028,0.95788455
3029,0.2176719
3030,0.21664521
3031,1.1263171
3032,0.20206116
3033,0.20052262
3034,0.2098666
3035,0.21074943
3036,0.21207559
3037,0.20757782
3038,0.21455742
3039,0.2052829
3040,0.21766047
3041,0.21292594
3042,0.21795033
3043,0.21229114
3044,0.2073406
3045,0.98451763
3046,0.9801208
3047,1.3799769
3048,1.3759781
3049,1.3778589
3050,1.3746648
3051,1.3709333
3052,1.3778076
3053,0.9843578
3054,1.3636543
3055,1.3705837
3056,0.9647718
3057,1.37443
3058,0.9766271
3059,0.97572327
3060,0.9740025
3061,0.969328
3062,0.96760696
3063,0.9610201
3064,0.9757253
3065,0.97098434
3066,0.9712702
3067,0.97642326
3068,0.96929955
3069,1.4564941
3070,1.4595175
3071,1.4634516
3072,1.46101
3073,1.4694031
3074,1.4693224
3075,1.4713823
3076,1.4671971
3077,1.4709487
3078,1.469979
3079,1.4655255
3080,1.1161027
3081,1.1093291
3082,1.1085143
3083,1.4718916
3084,0.9730752
3085,0.97237486
3086,0.9719024
3087,0.20049162
3088,0.20593207
3089,0.21163681
3090,0.20392963
3091,0.21535759
3092,0.210984
3093,0.21099813
3094,0.21880396
3095,0.2088444
3096,0.21144883
3097,0.21944937
3098,0.21120536
3099,0.21371242
3100,0.21415044
3101,0.21109353
3102,0.20947896
3103,0.21194196
3104,0.21748455
3105,0.20458066
3106,1.1063895
3107,1.107284
3108,1.1115452
3109,1.109314
3110,1.107624
3111,1.1049821
3112,1.109823
3113,1.1130842
3114,0.20380649
3115,0.20364423
3116,0.20717031
3117,0.21755996
3118,0.22351964
3119,0.21548219
3120,0.21782827
3121,0.22067598
3122,1.0993425
3123,0.20614439
3124,0.2075467
3125,0.2134471
3126,1.1048574
3127,1.1041707
3128,0.22306214
3129,1.1037121
3130,1.1093109
3131,1.1045321
3132,1.1037884
3133,0.21845494
3134,0.23197435
3135,1.1080967
3136,0.22458571
3137,0.21720323
3138,0.21187861
3139,0.21225952
3140,0.2158936
3141,0.22114964
3142,1.1074247
3143,0.2195909
3144,0.22564897
3145,0.22416809
3146,0.23346958
3147,0.23075612
3148,0.22643955
3149,0.2328342
3150,0.22452594
3151,0.2276798
3152,0.22427562
3153,0.20718591
3154,0.2093021
3155,0.20894909
3156,0.21187274
3157,0.22632319
3158,0.21607886
3159,0.21113357
3160,0.2137229
3161,0.21546836
3162,0.22181624
3163,0.21899472
3164,0.22853407
3165,0.21356001
3166,0.2219361
3167,0.22206374
3168,0.21955015
3169,0.22364192
3170,0.2183195
3171,0.2217064
3172,0.21080251
3173,0.2144775
3174,0.22006579
3175,0.2168287
3176,0.21167322
3177,0.21515551
3178,0.21726616
3179,0.20673433
3180,0.20984527
3181,0.20780282
3182,0.20610459
3183,0.21278699
3184,0.20403564
3185,0.21329565
3186,0.21211661
3187,0.2127017
3188,0.2083988
3189,0.22312897
3190,0.2198703
3191,0.20824608
3192,0.21711051
3193,0.21383218
3194,0.20979908
3195,0.20697345
3196,0.20729265
3197,0.20459159
3198,0.20185563
3199,0.19376619
3200,0.20274025
3201,0.21305314
3202,0.2021657
3203,0.21216817
3204,0.2070695
3205,0.20789368
3206,0.20805982
3207,0.20339386
3208,0.20495331
3209,0.20590189
3210,0.20280154
3211,0.20615283
3212,0.20568812
3213,0.20772265
3214,0.19894344
3215,1.0987303
3216,1.0962836
3217,0.21321057
3218,1.100359
3219,1.0952219
3220,0.21748798
3221,0.21701775
3222,0.20935908
3223,0.21372172
3224,0.21473114
3225,0.21338187
3226,0.20540516
3227,0.20244704
3228,0.20206732
3229,0.20781597
3230,0.21056183
3231,0.21217519
3232,0.2137415
3233,0.22666228
3234,0.22168846
