,RMSD_6eqe_PET-tetramer_1
3235,0.21021806
3236,0.21684016
3237,0.2180689
3238,0.22221032
3239,1.0850561
3240,0.21178709
3241,0.21635017
3242,0.20574127
3243,1.096684
3244,1.0830785
3245,1.0678836
3246,1.0817299
3247,1.0821565
3248,1.0813006
3249,1.075479
3250,1.0840703
3251,1.0918516
3252,1.0911473
3253,1.0942788
3254,1.0886173
3255,1.0842648
3256,0.23615293
3257,0.24318118
3258,0.2339216
3259,1.0881333
3260,1.0759753
3261,1.0813981
3262,1.0809193
3263,1.0824914
3264,1.082952
3265,1.0915493
3266,1.10181
3267,1.0957574
3268,1.0932169
3269,1.095422
3270,1.0829225
3271,1.0902354
3272,1.0841708
3273,1.0891436
3274,1.0863141
3275,1.079517
3276,1.0741704
3277,1.0799712
3278,1.0789597
3279,1.084114
3280,1.0732135
3281,1.075013
3282,1.0722039
3283,1.080882
3284,1.080933
3285,1.0744996
3286,1.0722338
3287,1.0777
3288,1.0782193
3289,1.0732307
3290,1.0832819
3291,1.0758001
3292,1.0791453
3293,1.0785028
3294,1.0834918
3295,1.0781312
3296,1.0763537
3297,1.0777307
3298,1.0732123
3299,1.0723011
3300,1.0707659
3301,1.0776857
3302,1.0799891
3303,1.078749
3304,1.0710176
3305,1.083004
3306,1.0732951
3307,1.07756
3308,1.0784166
3309,1.0723526
3310,1.0829068
3311,1.0811753
3312,1.0866233
3313,1.0816722
3314,1.0805717
3315,1.0764841
3316,1.0757787
3317,1.0825738
3318,1.0938056
3319,1.0919536
3320,1.0821139
3321,1.0883311
3322,1.0875595
3323,1.0858968
3324,1.0903399
3325,1.0850685
3326,1.0859071
3327,1.0815233
3328,1.0824817
3329,1.0943367
3330,1.101897
3331,1.0943004
3332,1.0938776
3333,1.0877544
3334,1.0967339
3335,1.0891457
3336,1.0911283
3337,1.1035544
3338,1.0954543
3339,1.086748
3340,1.089529
3341,1.0910667
3342,1.0969775
3343,1.0922024
3344,1.0829773
3345,1.0900602
3346,1.0933044
3347,1.0856237
3348,1.0902212
3349,1.0928912
3350,1.0949905
3351,1.0878551
3352,1.0823536
3353,1.0827047
3354,1.0923887
3355,0.20740053
3356,0.9667674
3357,0.21430358
3358,0.21550527
3359,0.21433605
3360,0.22204472
3361,0.2165626
3362,0.21528716
3363,0.22051033
3364,0.21521443
3365,0.20902522
3366,0.21041895
3367,0.20218045
3368,0.21387868
3369,0.20531316
3370,0.2063902
3371,0.2060853
3372,0.20973627
3373,0.20822223
3374,0.20237705
3375,0.21601905
3376,0.21022633
3377,0.21968257
3378,0.21679202
3379,0.2127204
3380,0.21394606
3381,0.21394606
3382,0.20892292
3383,0.21379614
3384,0.20827593
3385,0.21425603
3386,0.21143237
3387,0.20163018
3388,0.21159571
3389,0.20315543
3390,0.18742707
3391,1.0832804
3392,1.0772496
3393,1.0775912
3394,1.070137
3395,1.0716769
3396,1.0942485
3397,1.093806
3398,1.0888803
3399,1.0970836
3400,1.0997016
3401,1.0924609
3402,1.1006768
3403,1.1015431
3404,1.0956204
3405,1.1012822
3406,1.0936997
3407,1.0851419
3408,1.0687793
3409,1.0706897
3410,1.0619944
3411,1.0659612
3412,1.0657399
3413,1.0614094
3414,1.065046
3415,1.0648309
3416,1.0567733
3417,1.0661039
3418,1.0788152
3419,1.0739436
3420,1.0783546
3421,1.0689334
3422,1.053543
3423,1.0653607
3424,1.0658132
3425,1.061159
3426,1.0614196
3427,1.0693983
3428,1.0568919
3429,1.0661335
3430,1.0533419
3431,1.0544056
3432,1.0619768
3433,1.0930734
3434,1.0608654
3435,1.0839287
3436,1.0710347
3437,1.053772
3438,1.0600005
3439,1.4523455
3440,1.4717827
3441,1.4514573
3442,1.4494998
3443,1.4621412
3444,1.4497678
3445,1.4556473
3446,1.4594169
3447,1.4456488
3448,1.4533035
3449,1.4573563
3450,1.7777662
3451,1.4379934
3452,1.447033
3453,1.7777324
3454,1.4595306
3455,1.4463778
3456,1.7794702
3457,1.4460906
3458,1.7485435
3459,1.7524458
3460,1.475305
3461,1.4585911
3462,1.4697844
3463,1.4544204
3464,1.4504716
3465,1.467667
3466,1.4573399
3467,1.462172
3468,1.4546791
3469,1.4624512
3470,1.462394
3471,1.4518374
3472,1.4636096
3473,1.4626926
3474,1.463547
3475,1.4558486
3476,1.4615992
3477,1.4648418
3478,1.0681769
3479,1.4614828
3480,1.4665354
3481,1.4701176
3482,1.4619912
3483,1.4632276
3484,1.4589521
3485,1.4660374
3486,1.0463061
3487,1.0522335
3488,1.0539274
3489,1.0517739
3490,1.0483462
3491,1.0521361
3492,1.0553252
3493,1.0562087
3494,1.0591756
3495,1.0435225
3496,1.0564102
3497,1.0672685
3498,1.0595627
3499,1.0802337
3500,1.0741509
3501,1.0771708
3502,1.0711832
3503,1.0694417
3504,1.0584503
3505,1.0660456
3506,1.0643847
3507,1.0577595
3508,1.0552899
3509,1.0491885
3510,1.0569142
3511,1.0645337
3512,1.0621067
3513,1.0848666
3514,1.0747764
3515,1.0623772
3516,1.0577894
3517,1.0871086
3518,1.107437
3519,1.0941627
3520,1.1030928
3521,1.096077
3522,1.1016684
3523,1.480517
3524,1.4720128
3525,1.4798791
3526,1.4838984
3527,1.4754707
3528,1.4745233
3529,1.4872822
3530,1.4766082
3531,1.4811436
3532,1.4755003
3533,1.0944921
3534,1.1026379
3535,1.1084318
3536,1.1015612
3537,1.0973244
3538,1.0985084
3539,1.0958735
3540,1.0978911
3541,1.0950122
3542,1.463541
3543,1.0988504
3544,1.4667532
3545,1.0914422
3546,1.1019325
3547,1.464401
3548,1.4606658
3549,1.4585139
3550,1.4612123
3551,1.1051097
3552,1.4591942
3553,1.4464915
3554,1.0716916
3555,1.089377
3556,1.0882224
3557,1.1029993
3558,1.0928982
3559,1.0974925
3560,1.0821538
3561,1.0809397
3562,1.073074
3563,1.059065
3564,1.0825161
3565,1.0773191
3566,1.0735801
3567,1.1007795
3568,1.0780228
3569,1.0636326
3570,1.0752835
3571,1.0705659
3572,1.0651423
3573,1.0600997
3574,1.0591995
3575,1.0455806
3576,1.0691458
3577,1.0782372
3578,1.0516
3579,1.0565624
3580,1.0562094
3581,1.0486145
3582,1.0623357
3583,1.0950882
3584,1.0737474
3585,1.092338
3586,1.0990903
3587,1.0889786
3588,1.0980643
3589,1.0970992
3590,1.0959305
3591,1.0967731
3592,1.0897567
3593,1.0855675
3594,1.0972356
3595,1.0884039
3596,1.0938647
3597,1.0912633
3598,1.1026849
3599,1.0940632
3600,1.4812258
3601,1.1027086
3602,1.4873818
3603,1.1031724
3604,1.4830825
3605,1.1094137
3606,1.1071798
3607,1.0883672
3608,1.0976564
3609,1.0979697
3610,1.102045
3611,1.0996443
3612,1.1008732
3613,1.0992761
3614,1.088161
3615,1.0876988
3616,1.095784
3617,1.0880909
3618,1.092422
3619,1.0892959
3620,1.1014738
3621,1.0890256
3622,1.0848523
3623,1.0869796
3624,1.0896754
3625,1.093157
3626,1.0791762
3627,1.0850412
3628,1.0773642
3629,1.0889786
3630,1.0801572
3631,1.0816998
3632,1.0935829
3633,1.0899968
3634,1.0926465
3635,1.0910993
3636,1.0857618
3637,1.0871639
3638,1.0878087
3639,1.094634
3640,1.0958576
3641,1.1058042
3642,1.091389
3643,1.1009402
3644,1.0943516
3645,1.0947454
3646,1.0923705
3647,1.0686412
3648,1.0700475
3649,1.0534295
3650,1.0490242
3651,1.0621231
3652,1.0628688
3653,1.0755098
3654,1.0703946
3655,1.0690837
3656,1.0655006
3657,1.0712528
3658,1.0571816
3659,1.0810511
3660,1.0621659
3661,1.0700389
3662,1.0683548
3663,1.0440888
3664,1.0602231
3665,1.0652288
3666,1.0666276
3667,1.0665176
3668,1.0657395
3669,1.0655361
3670,1.0598497
3671,1.0716935
3672,1.0664622
3673,1.0672245
3674,0.20233528
3675,0.208227
3676,0.20698066
3677,0.20343664
3678,0.21207559
3679,0.20857763
3680,0.21938254
3681,0.2111065
3682,0.21370894
3683,1.037201
3684,1.0287025
3685,1.0397482
3686,1.0402719
3687,1.0498462
3688,1.0517831
3689,1.0447422
3690,1.0330776
3691,1.0369934
3692,1.0475173
3693,1.050893
3694,1.04832
3695,1.0558519
3696,1.0579327
3697,1.0562443
3698,1.0636672
3699,1.0700344
3700,1.0660508
3701,1.0641674
3702,1.0643097
3703,1.0732135
3704,1.0767463
3705,1.0651135
3706,1.0717591
3707,1.071646
3708,1.0736037
3709,1.0713414
3710,1.0727316
3711,1.074247
3712,1.0748523
3713,1.0735317
3714,1.0702384
3715,1.0888826
3716,1.0726762
3717,1.0686835
3718,1.0730339
3719,1.0683614
3720,1.0751041
3721,1.0734274
3722,1.073779
3723,1.0736647
3724,1.0719551
3725,1.0791384
3726,1.080412
3727,1.0794744
3728,1.06746
3729,1.0773891
3730,1.0766709
3731,1.0790527
3732,1.0766399
3733,1.075234
3734,1.077758
3735,1.0797123
3736,1.077914
3737,1.0756088
3738,1.0803833
3739,1.0795264
3740,1.0717812
3741,1.0763534
3742,1.0749023
3743,1.0782682
3744,1.0704153
3745,1.0722947
3746,1.0763867
3747,1.0756829
3748,1.0761077
3749,1.0726718
3750,1.0812694
3751,1.082405
3752,1.0787451
3753,1.085076
3754,1.081819
3755,1.0767794
3756,1.0731108
3757,1.0837274
3758,0.19339384
3759,0.19994542
3760,0.202162
3761,0.20711032
3762,0.22066808
3763,0.20844293
3764,0.20549105
3765,0.20269121
3766,0.21370777
3767,0.20965923
3768,0.21592353
3769,0.21154872
3770,0.19920315
3771,0.1975606
3772,0.20254524
3773,1.0738603
3774,1.0719615
3775,1.078384
3776,1.0675516
3777,1.0630429
3778,1.0565574
3779,1.0617111
3780,1.0581515
3781,1.0602573
3782,1.068363
3783,1.0648723
3784,1.0550486
3785,1.0656028
3786,1.0648545
3787,1.0702126
3788,1.0606098
3789,1.0550435
3790,1.063438
3791,1.0661284
3792,1.0642748
3793,1.0653951
3794,1.0490904
3795,1.0650611
3796,1.0642521
3797,1.0627944
3798,1.065243
3799,1.0652972
3800,1.0637753
3801,1.0611557
3802,1.0658398
3803,1.0633577
3804,1.0630662
3805,1.0588077
3806,1.0536089
3807,1.0525507
3808,1.0562268
3809,1.0551077
3810,0.1989984
3811,0.19724582
3812,0.19776052
3813,1.0614824
3814,0.19856703
3815,1.0544077
3816,1.0596431
3817,0.21222204
3818,0.1957329
3819,0.19779824
3820,0.20020008
3821,0.1987472
3822,0.1947884
3823,0.19265987
3824,0.1936366
3825,0.1985758
3826,0.20128101
3827,0.20519328
3828,0.20393695
3829,0.99951744
3830,0.19982977
3831,1.0005305
3832,0.9984712
3833,0.9969967
3834,1.0008504
3835,0.9984722
3836,1.0036235
3837,1.0004292
3838,0.9989195
3839,0.99821603
3840,1.0015026
3841,1.0051762
3842,1.0027221
3843,1.0082207
3844,1.0050154
3845,0.99317735
3846,1.0067915
3847,0.9988065
3848,1.0018582
3849,0.19608055
3850,0.19783592
3851,0.99637204
3852,0.99496806
3853,1.0057433
3854,1.0078508
3855,0.99676406
3856,1.0047383
3857,1.0022783
3858,1.0040361
3859,1.0068305
3860,1.0014359
3861,0.9965409
3862,0.9974748
3863,1.0015974
3864,1.0136002
3865,1.0058502
3866,1.0083767
3867,1.006228
3868,1.0068271
3869,1.0087492
3870,1.0096773
3871,1.0035211
3872,1.0095183
3873,1.0048227
3874,1.0033063
3875,1.0011134
3876,1.0022131
3877,1.0045547
3878,1.0075077
3879,1.0162051
3880,1.0048642
3881,1.0116181
3882,1.0069835
3883,1.0085499
3884,1.0105937
3885,0.9989874
3886,1.0030404
3887,1.0127412
3888,1.0228807
3889,1.0094492
3890,1.0088779
3891,1.0088536
3892,1.007651
3893,1.0058448
3894,1.0049279
3895,0.22061627
3896,0.21444272
3897,0.21323971
3898,0.9984705
3899,0.21274842
3900,0.21609497
3901,1.0016967
3902,1.0010602
3903,0.20391744
3904,0.20297307
3905,1.0027856
3906,0.99969053
3907,0.2034061
3908,1.0062033
3909,0.996244
3910,0.99757093
3911,0.211922
3912,0.21386705
3913,1.0051783
3914,1.0030138
3915,1.0041568
3916,1.0070423
3917,1.0065315
3918,1.0085846
3919,1.0123641
3920,1.0029031
3921,1.0076574
3922,1.0126312
3923,1.0069226
3924,0.21103936
3925,0.21343312
3926,0.20541605
3927,0.21466398
3928,0.21647535
3929,0.21237776
3930,0.21435693
3931,0.23014458
3932,0.22493295
3933,0.23216927
3934,0.23034428
3935,0.22139789
3936,0.22010079
3937,0.22618037
3938,0.21852092
3939,0.22120358
3940,0.21989968
3941,0.22017531
3942,0.23216072
3943,0.22949459
3944,0.22038856
3945,0.23351641
3946,0.22745153
3947,0.22583064
3948,0.2393509
3949,0.24524522
3950,0.23773168
3951,0.2384374
3952,0.2381349
3953,0.22510527
3954,0.23005167
3955,0.22241269
3956,0.23173529
3957,0.21329217
3958,0.21606277
3959,0.22257578
3960,0.21811448
3961,0.2435509
3962,0.2631543
3963,0.2715759
3964,0.2734602
3965,0.30218238
3966,0.28849915
3967,0.27038255
3968,0.25430954
3969,0.24871916
3970,0.23905267
3971,0.2446638
3972,0.25403768
3973,0.24602133
3974,0.2622204
3975,0.25725874
3976,0.2480968
3977,0.25246838
3978,0.25695905
3979,0.23660928
3980,0.25668904
3981,0.26158267
3982,0.24657434
3983,0.26465088
3984,0.25652146
3985,0.26322135
3986,0.25726452
3987,0.261897
3988,0.2636205
3989,0.26063362
3990,0.27351928
3991,0.266252
3992,0.26940453
3993,0.27146694
3994,1.0070976
3995,1.0030966
3996,1.0059243
3997,1.0062127
3998,0.9988811
3999,0.99705404
4000,0.9947145
4001,0.99861187
4002,0.9976322
4003,1.0028414
4004,1.0063448
4005,1.0057967
4006,1.0062895
4007,0.99907273
4008,1.0029474
4009,1.006427
4010,0.24424082
4011,1.0023929
4012,0.26532903
4013,1.0022489
4014,0.9993439
4015,1.0020492
4016,1.0115337
4017,1.0049802
4018,1.0059382
4019,0.26089382
4020,1.0018156
4021,0.99616796
4022,0.98498785
4023,0.97439694
4024,0.977836
4025,0.9896155
4026,1.0025824
4027,0.99170196
4028,0.99217904
4029,0.99119407
4030,0.9897823
4031,0.9922344
4032,0.99279636
4033,0.9949573
4034,0.9964975
4035,0.97997546
4036,0.9766579
4037,0.9743317
4038,0.9905494
4039,0.9953779
4040,0.9920743
4041,0.99298483
4042,0.982031
4043,0.99250215
4044,0.9886541
4045,0.98493814
4046,0.99377924
4047,0.98143655
4048,0.99377877
4049,0.99212295
4050,1.0027182
4051,0.99731505
4052,0.9824298
4053,1.0005981
4054,0.9950383
4055,0.99433684
4056,0.9906866
4057,0.991364
4058,0.995874
4059,0.9954066
4060,0.99595106
4061,0.9944623
4062,0.99158543
4063,0.9831473
4064,0.9941206
4065,0.99093497
4066,0.9912324
4067,0.99074155
4068,0.9958974
4069,1.0013447
4070,0.9969805
4071,1.0001544
4072,1.0092819
4073,0.99870795
4074,1.0057088
4075,0.99817795
4076,1.0022069
4077,0.9909026
4078,0.98977023
4079,0.9949728
4080,1.0040361
4081,0.9891882
4082,0.24311985
4083,0.9963725
4084,0.99541885
4085,0.99544436
4086,0.9893724
4087,0.99758136
4088,0.9992645
4089,0.9990364
4090,0.9942114
4091,0.991429
4092,1.0005171
4093,0.9946935
4094,0.9996855
4095,0.99028563
4096,0.25317425
4097,0.24395877
4098,0.2512654
4099,0.2584011
4100,0.2581008
4101,0.99590194
4102,0.99864346
4103,1.0054018
4104,1.0114331
4105,1.0042423
4106,1.0006068
4107,0.9858971
4108,1.0031613
4109,1.0221479
4110,1.0103112
4111,1.0179973
4112,1.0181843
4113,1.0169386
4114,1.0232804
4115,1.0213027
4116,1.0264218
4117,1.0268455
4118,1.0187354
4119,1.0262568
4120,1.0204777
4121,1.0281713
4122,1.0213399
4123,1.0014985
4124,1.0024358
4125,1.0093405
4126,1.0097094
4127,0.9843146
4128,0.98910123
4129,0.9983184
4130,1.0063922
4131,1.008667
4132,1.0067898
4133,1.0035795
4134,1.010519
4135,1.0117563
4136,1.0107297
4137,1.0124263
4138,0.2205588
4139,1.0060395
4140,0.223563
4141,0.23331197
4142,1.0052301
4143,1.0148163
4144,1.0186378
4145,1.0309753
4146,1.013573
4147,1.0224301
4148,1.0177126
4149,0.9990292
4150,0.2307938
4151,0.21376243
4152,0.20767479
4153,0.21467556
4154,1.007613
4155,1.0010694
4156,1.0044187
4157,0.25768447
4158,1.0022902
4159,1.002013
4160,0.24549238
4161,0.24747086
4162,0.24548934
4163,0.23577689
4164,0.23947963
4165,0.9941429
4166,0.24443206
4167,0.98197484
4168,0.9943091
4169,0.25485724
4170,0.25739008
4171,0.25064045
4172,0.26151612
4173,0.2506811
4174,0.2624516
4175,0.2628008
4176,0.25470018
4177,0.2620725
4178,0.2654667
4179,0.26827195
4180,0.26925597
4181,0.26312596
4182,0.26581383
4183,0.25550303
4184,0.2587068
4185,0.25275567
4186,0.2538762
4187,1.0172355
4188,1.0202461
4189,0.99747974
4190,1.0137545
4191,1.018971
4192,1.0060716
4193,0.25535122
4194,1.0143628
4195,1.0161941
4196,1.0218933
4197,1.0337703
4198,1.0327306
4199,1.0364019
4200,1.030111
4201,1.0291294
4202,1.0367668
4203,1.0400985
4204,1.0395466
4205,1.0431265
4206,1.0336943
4207,1.0202008
4208,1.0147744
4209,1.0077571
4210,1.0061494
4211,1.0137042
4212,1.0003405
4213,1.0028292
4214,1.0053279
4215,0.99193126
4216,0.9993866
4217,1.0125679
4218,1.0002362
4219,0.9942804
4220,0.99777323
4221,0.9941616
4222,0.9958842
4223,0.9751675
4224,0.9524838
4225,0.93830407
4226,0.9411759
4227,0.95532703
4228,0.9623775
4229,0.9678815
4230,0.9845032
4231,0.9590535
4232,0.9568907
4233,0.999951
4234,1.0084816
4235,1.0134774
4236,1.0211688
4237,1.0349547
4238,1.0161053
4239,1.0237529
4240,1.0213574
4241,1.0224264
4242,1.0236626
4243,1.0192106
4244,1.0187359
4245,1.0215436
4246,1.0410883
4247,1.0297503
4248,1.0306756
4249,1.0399575
4250,1.0303818
4251,1.0228902
4252,1.0232434
4253,1.0149893
4254,1.0161102
4255,1.0202361
4256,1.0271398
4257,1.0121524
4258,1.0249417
4259,1.0274935
4260,1.0260059
4261,1.0201383
4262,1.0122912
4263,1.0113215
4264,1.0129163
4265,1.010663
4266,1.0162319
4267,1.0159905
4268,1.0131855
4269,1.0187287
4270,1.0157698
4271,1.013818
4272,1.0086042
4273,1.0092659
4274,1.0109544
4275,1.00919
4276,1.0141056
4277,1.016845
4278,1.012291
4279,1.0348834
4280,1.0250995
4281,1.0205349
4282,1.0278451
4283,0.25610158
4284,1.0124248
4285,1.0003753
4286,0.99874455
4287,0.9985845
4288,1.0025249
4289,1.0027834
4290,0.9784832
4291,0.9731787
4292,0.9810409
4293,0.98105156
4294,0.9905052
4295,0.9677613
4296,0.9865612
4297,0.9990914
4298,1.0060452
4299,0.99298537
4300,1.0010538
4301,1.0072289
4302,0.99542487
4303,0.97883576
4304,0.9898162
4305,0.9759306
4306,0.96726704
4307,0.9736891
4308,0.9830586
4309,0.9860705
4310,0.9573418
4311,0.91994005
4312,0.93997777
4313,0.95032823
4314,0.9459601
4315,0.91158724
4316,0.9369855
4317,0.96191925
4318,0.9634469
4319,0.9649276
4320,0.9631151
4321,0.95004964
4322,0.95655376
4323,0.9637451
4324,0.9715005
4325,1.0257198
4326,1.0137391
4327,1.0242083
4328,1.0088148
4329,1.0160923
4330,1.0058112
4331,1.0171162
4332,1.0433044
4333,1.0441843
4334,1.0331606
4335,1.0247171
4336,0.3026451
4337,0.28944957
4338,0.28966504
4339,0.28290612
4340,0.29965737
4341,0.29590127
4342,0.2591963
4343,0.2777225
4344,0.28143772
4345,0.265667
4346,0.26755482
4347,0.2603216
4348,0.27434042
4349,0.2742326
4350,0.2843739
4351,0.28939462
4352,0.26105192
4353,0.28491008
4354,0.31199852
4355,0.28251576
4356,0.28351256
4357,0.27398503
4358,0.2677183
4359,0.2541678
4360,0.24174191
4361,0.24621926
4362,0.25260124
4363,0.2596581
4364,0.24938382
4365,0.2516687
4366,0.24502417
4367,0.23732044
4368,0.23952529
4369,0.2504986
4370,0.2512555
4371,0.24720155
4372,0.25935256
4373,0.2442398
4374,0.25061366
4375,0.25589865
4376,0.25566155
4377,0.249819
4378,0.24357131
4379,0.25549233
4380,1.091529
4381,0.2501948
4382,1.0956435
4383,0.26082045
4384,0.25370774
4385,0.25164595
4386,0.25334108
4387,0.24634239
4388,0.2672239
4389,0.26267216
4390,0.26324213
4391,0.26044184
4392,0.25898814
4393,0.26456445
4394,0.24998707
4395,0.2544815
4396,0.26081377
4397,0.24721763
4398,0.25397703
4399,0.24695307
4400,0.25559738
4401,0.27153835
4402,0.27241567
4403,0.25661737
4404,0.25299355
4405,0.25127825
4406,0.26300976
4407,0.2678742
4408,0.27445003
4409,0.26208007
4410,0.26872927
4411,0.26407924
4412,0.26579794
4413,0.27158046
4414,0.26638922
4415,0.27630845
4416,0.2686164
4417,0.26975858
4418,0.27054706
4419,0.26672956
4420,0.26389846
4421,0.26629588
4422,0.27602226
4423,0.26954103
4424,0.25035864
4425,0.25557402
4426,0.25092587
4427,0.25275075
4428,0.24460487
4429,0.25143254
4430,0.24700841
4431,0.23723872
4432,0.25915605
4433,0.254748
4434,0.23630233
4435,0.23822883
4436,0.24141885
4437,0.23268259
4438,0.25063846
4439,0.24619503
4440,0.2532086
4441,0.26104048
4442,0.26357993
4443,0.2562413
4444,0.26422697
4445,0.26185238
4446,0.25125057
4447,0.26094908
4448,0.2628604
4449,0.28222618
4450,0.25843477
4451,0.2618467
4452,0.28593242
4453,0.27792382
4454,0.27892366
4455,0.2727822
4456,0.27400047
4457,0.2744754
4458,0.2729471
4459,0.26461893
4460,0.28259054
4461,0.270761
4462,0.26937684
4463,0.26062217
4464,0.27061597
4465,0.2852135
4466,0.27025384
4467,0.2707739
4468,0.26089573
4469,0.25960067
4470,0.26114997
4471,0.2686423
4472,0.25690004
4473,0.25651467
4474,0.26254722
4475,0.25119418
4476,0.25807384
4477,0.26734945
4478,0.27028233
4479,0.28193185
4480,0.2791054
4481,0.27558428
4482,0.27361375
4483,0.28819746
4484,0.27322468
4485,0.2704322
4486,0.26288497
4487,0.26126605
4488,0.26164916
4489,0.2711179
4490,0.2570577
4491,0.26692423
4492,0.25723845
4493,0.25050652
4494,0.26055443
4495,0.24817492
4496,0.25990304
4497,0.25946468
4498,0.25461918
4499,0.25951543
4500,0.25098333
4501,0.24695207
4502,0.25634214
4503,0.24979709
4504,0.25816727
4505,0.2750498
4506,0.26890218
4507,0.26656923
4508,0.29411343
4509,0.26304188
4510,0.2579727
4511,0.24871317
4512,0.24441478
4513,0.24857022
4514,0.2613203
4515,0.24987967
4516,0.2634092
4517,0.26142773
4518,0.25847802
4519,0.2517457
4520,0.24263272
4521,0.2380138
4522,0.24706073
4523,0.25521588
4524,0.23965703
4525,0.2508476
4526,0.24924226
4527,0.26891327
4528,0.2637694
4529,0.25836453
4530,0.2705498
4531,0.26434642
4532,0.27616358
4533,0.2793564
4534,0.98354846
4535,0.274613
4536,0.27758375
4537,0.28484985
4538,0.28941694
4539,0.28155607
4540,0.27960896
4541,0.28019238
4542,0.25425187
4543,0.26659626
4544,0.26639295
4545,0.2628462
4546,0.2533087
4547,0.26231992
4548,0.26421568
4549,0.25884414
4550,0.26976594
4551,0.2652494
4552,0.25359997
4553,0.25171313
4554,0.25433204
4555,0.26088905
4556,0.24696514
4557,0.24424183
4558,0.24946654
4559,0.24750501
4560,0.26370627
4561,0.25148392
4562,0.24867319
4563,0.98692596
4564,0.9843164
4565,0.97675717
4566,0.9887051
4567,0.9862767
4568,1.0006585
4569,0.98708886
4570,1.0030694
4571,1.0030491
4572,1.0201687
4573,1.0208597
4574,1.0185304
4575,1.00229
4576,1.004884
4577,1.0111016
4578,1.014505
4579,1.0079749
4580,1.0073471
4581,1.0078459
4582,0.9946885
4583,0.99787986
4584,1.0031376
4585,1.0126708
4586,0.9893075
4587,1.0064683
4588,1.0074813
4589,1.0085139
4590,0.9942411
4591,0.99497104
4592,0.9934721
4593,0.99269044
4594,0.99362266
4595,0.9854977
4596,0.9908191
4597,0.9834289
4598,0.9923714
4599,0.9989498
4600,0.9961552
4601,0.98335284
4602,0.97258955
4603,0.964879
4604,0.9727917
4605,0.97098666
4606,0.9641507
4607,0.97089165
4608,0.96302867
4609,0.96585965
4610,0.9661797
4611,0.9696426
4612,0.96962875
4613,0.9676049
4614,0.96922004
4615,0.9723513
4616,0.97564965
4617,0.97313374
4618,0.9640579
4619,0.96898615
4620,0.9568993
4621,0.9569733
4622,0.96389234
4623,0.9670699
4624,0.96120477
4625,0.97198546
4626,0.97225726
4627,0.9744385
4628,0.97454053
4629,0.9728144
4630,0.9645363
4631,0.95846975
4632,0.97765374
4633,0.9627904
4634,0.95827675
4635,0.98053277
4636,0.98829323
4637,1.0023309
4638,1.0130464
4639,1.0089422
4640,1.0017684
4641,1.0028588
4642,1.0141476
4643,0.9961642
4644,1.0157552
4645,0.9930477
4646,1.0059488
4647,0.9926722
4648,1.0233614
4649,1.0052444
4650,1.0176996
4651,1.0011004
4652,1.0056033
4653,0.9982835
4654,1.0023832
4655,1.0091807
4656,1.0042605
4657,1.0035255
4658,1.0027938
4659,0.9944361
4660,0.9908156
4661,0.99028635
4662,0.9987465
4663,1.0007966
4664,0.9864987
4665,0.9920505
4666,0.98508626
4667,0.9799856
4668,0.9810903
4669,0.98668563
4670,0.98380846
4671,0.98759085
4672,0.9848801
4673,0.9859934
4674,0.9768124
4675,0.9775755
4676,0.97298867
4677,0.9837862
4678,0.99172527
4679,0.9818536
4680,0.9726511
4681,0.98199606
4682,1.0114558
4683,1.0132066
4684,0.9995244
4685,0.9979939
4686,0.9874235
4687,0.9921074
4688,0.99138886
4689,0.98619807
4690,0.98472667
4691,0.9879089
4692,0.9904713
4693,0.9840361
4694,0.99692863
4695,0.99207354
4696,0.9993108
4697,1.0176241
4698,1.0178127
4699,1.0183942
4700,1.0118434
4701,1.0260159
4702,1.0128602
4703,1.0117973
4704,1.0140084
4705,1.012258
4706,1.011841
4707,1.0130893
4708,1.0106055
4709,1.0253158
4710,1.0196319
4711,1.010019
4712,1.0173904
4713,1.0138714
4714,1.0027102
4715,1.0011467
4716,1.0078665
4717,1.0101225
4718,1.0110465
4719,1.0058624
4720,0.99792415
4721,1.0204436
4722,1.0203241
4723,1.0137023
4724,1.0090162
4725,1.0153232
4726,1.016036
4727,1.0197912
4728,1.0244129
4729,1.0301982
4730,1.0256454
4731,1.0293822
4732,1.0293695
4733,1.0332825
4734,1.0387611
4735,1.0304629
4736,1.0248393
4737,1.0302755
4738,1.0275116
4739,1.0366231
4740,1.0286206
4741,1.0282044
4742,1.0408626
4743,1.0291562
4744,1.02071
4745,1.0246125
4746,1.015921
4747,1.0353531
4748,1.037992
4749,1.0336523
4750,1.0324131
4751,1.0264004
4752,1.0318463
4753,1.0247862
4754,1.0194058
4755,1.0270897
4756,1.0334023
4757,1.0273553
4758,1.0306761
4759,1.0297433
4760,1.034843
4761,1.0332017
4762,1.0255916
4763,1.0291475
4764,1.0243568
4765,1.0306418
4766,1.0245887
4767,1.0270458
4768,1.0280502
4769,1.0245512
4770,1.0276241
4771,1.0267658
4772,1.0274149
4773,1.0169662
4774,1.0208817
4775,1.0195563
4776,1.0041761
4777,0.99450684
4778,1.0057566
4779,1.0079107
4780,1.0241408
4781,1.0294701
4782,1.0239522
4783,1.0135949
4784,1.0075974
4785,0.99658704
4786,1.0133165
4787,1.0117381
4788,1.0113465
4789,1.0104475
4790,1.0045491
4791,1.0007012
4792,1.0098499
4793,1.022149
4794,1.0159421
4795,1.016808
4796,1.017651
4797,1.0126516
4798,1.0194513
4799,1.0176889
