,RMSD_6eqe_1
1660,0.1706039
1661,0.16194826
1662,0.15752143
1663,0.16957732
1664,0.17553946
1665,0.16633087
1666,0.16733016
1667,0.16316046
1668,0.15765567
1669,0.16697025
1670,0.16521758
1671,0.16245118
1672,0.16120203
1673,0.16258606
1674,0.16427992
1675,0.16793841
1676,0.17023145
1677,0.16371414
1678,0.17472437
1679,0.16914232
1680,0.16384177
1681,0.16781238
1682,0.15804164
1683,0.17065918
1684,0.1687304
1685,0.17456965
1686,0.1710307
1687,0.16203481
1688,0.16078244
1689,0.16376707
1690,0.16400349
1691,0.17033774
1692,0.16884516
1693,0.16237427
1694,0.16438541
1695,0.16989869
1696,0.16543035
1697,0.16900815
1698,0.16298851
1699,0.17049928
1700,0.16709386
1701,0.17416176
1702,0.17041403
1703,0.17386733
1704,0.17077415
1705,0.16934265
1706,0.17507416
1707,0.16544423
1708,0.17233434
1709,0.16401593
1710,0.17036466
1711,0.16817048
1712,0.16946904
1713,0.16593193
1714,0.16366586
1715,0.1674946
1716,0.17750055
1717,0.16373594
1718,0.17343429
1719,0.16233973
1720,0.15923394
1721,0.16035539
1722,0.16661568
1723,0.16723415
1724,0.165935
1725,0.16693819
1726,0.16009288
1727,0.16923875
1728,0.16105016
1729,0.16197817
1730,0.15920512
1731,0.15840252
1732,0.17154115
1733,0.16624962
1734,0.15793516
1735,0.16584434
1736,0.16071266
1737,0.16053492
1738,0.16727377
1739,0.15862605
1740,0.16346483
1741,0.16979964
1742,0.16621742
1743,0.16647333
1744,0.17991403
1745,0.16982366
1746,0.16333534
1747,0.16666004
1748,0.16025998
1749,0.16590273
1750,0.1626284
1751,0.1628242
1752,0.16458222
1753,0.16240567
1754,0.15671997
1755,0.1599017
1756,0.16786098
1757,0.16558899
1758,0.16518053
1759,0.17321515
1760,0.17213897
1761,0.17045891
1762,0.17395234
1763,0.1731813
1764,0.1688995
1765,0.17451414
1766,0.16614686
1767,0.16958332
1768,0.16827807
1769,0.1693592
1770,0.1709517
1771,0.17066814
1772,0.1752226
1773,0.17337254
1774,0.16590427
1775,0.17018053
1776,0.17120053
1777,0.17031528
1778,0.16611156
1779,0.17997777
1780,0.18262668
1781,0.172593
1782,0.17211677
1783,0.16542727
1784,0.17537528
1785,0.17338136
1786,0.17932649
1787,0.16561054
1788,0.17455213
1789,0.16676249
1790,0.1799112
1791,0.16792475
1792,0.1723654
1793,0.16459927
1794,0.16842493
1795,0.16161738
1796,0.16885574
1797,0.17138506
1798,0.17247775
1799,0.16912273
1800,0.171062
1801,0.17734969
1802,0.16844916
1803,0.1725014
1804,0.17320338
1805,0.16567363
1806,0.16685723
1807,0.17145792
1808,0.1661269
1809,0.17177579
1810,0.17597891
1811,0.16823414
1812,0.18033151
1813,0.17692083
1814,0.1760383
1815,0.1734093
1816,0.16871528
1817,0.17535348
1818,0.16753264
1819,0.1734284
1820,0.16799001
1821,0.16938028
1822,0.16881648
1823,0.16453111
1824,0.16679764
1825,0.15925474
1826,0.1664672
1827,0.17008464
1828,0.16716097
1829,0.16426596
1830,0.16797939
1831,0.17050825
1832,0.17185295
1833,0.17249845
1834,0.16791867
1835,0.15884446
1836,0.16163789
1837,0.16480047
1838,0.17010562
1839,0.17241271
1840,0.16454661
1841,0.16828413
1842,0.1628336
1843,0.1623774
1844,0.16693054
1845,0.16763304
1846,0.16305418
1847,0.16708776
1848,0.16090606
1849,0.16097575
1850,0.16170253
1851,0.16232559
1852,0.157919
1853,0.15663698
1854,0.1581271
1855,0.16187428
1856,0.1580997
1857,0.163848
1858,0.16110714
1859,0.15674599
1860,0.16218734
1861,0.15716176
1862,0.1615811
1863,0.15991764
1864,0.16280542
1865,0.16377018
1866,0.1652762
1867,0.16015975
1868,0.15957455
1869,0.15755054
1870,0.17388785
1871,0.16415264
1872,0.16744132
1873,0.16039036
1874,0.15973741
1875,0.1546042
1876,0.16368143
1877,0.16692597
1878,0.16311982
1879,0.16589351
1880,0.16973357
1881,0.16718231
1882,0.16375151
1883,0.15814
1884,0.15974858
1885,0.16038877
1886,0.1541716
1887,0.16066983
1888,0.1617309
1889,0.16056827
1890,0.16362692
1891,0.15478216
1892,0.16596572
1893,0.1597438
1894,0.15874974
1895,0.15932517
1896,0.16180812
1897,0.16696718
1898,0.16050157
1899,0.16511571
1900,0.16132218
1901,0.16766344
1902,0.16874398
1903,0.16132692
1904,0.16303542
1905,0.16206942
1906,0.16451716
1907,0.16300571
1908,0.17117819
1909,0.165324
1910,0.15785766
1911,0.16456674
1912,0.16708471
1913,0.17165108
1914,0.17109925
1915,0.16786553
1916,0.16500144
1917,0.16355993
1918,0.1551227
1919,0.16834319
1920,0.16742
1921,0.1663891
1922,0.16210873
1923,0.16640595
1924,0.16583051
1925,0.16606398
1926,0.16720213
1927,0.16872586
1928,0.16616221
1929,0.16718537
1930,0.17852584
1931,0.17032427
1932,0.1694916
1933,0.17586155
1934,0.17467037
1935,0.16589813
1936,0.16423492
1937,0.17758669
1938,0.17119755
1939,0.1718381
1940,0.16865484
1941,0.16906244
1942,0.16521448
1943,0.17233877
1944,0.16358018
1945,0.16201437
1946,0.16608548
1947,0.16380286
1948,0.16318701
1949,0.16154797
1950,0.16972306
1951,0.16819777
1952,0.16147853
1953,0.16757828
1954,0.15806583
1955,0.15667117
1956,0.15359513
1957,0.16167258
1958,0.15421294
1959,0.16452646
1960,0.16120836
1961,0.17243932
1962,0.17082042
1963,0.17034522
1964,0.17255902
1965,0.17664832
1966,0.16923875
1967,0.17435193
1968,0.17093827
1969,0.17069651
1970,0.16605172
1971,0.1698957
1972,0.16388999
1973,0.15679638
1974,0.15511942
1975,0.15210755
1976,0.15562801
1977,0.15397638
1978,0.16060795
1979,0.16361913
1980,0.15633562
1981,0.16495198
1982,0.15913145
1983,0.15700434
1984,0.158528
1985,0.14966805
1986,0.14815824
1987,0.15374443
1988,0.15573443
1989,0.15516378
1990,0.15915868
1991,0.1599782
1992,0.15817063
1993,0.16540569
1994,0.16695344
1995,0.16727987
1996,0.15971029
1997,0.15812388
1998,0.15701084
1999,0.15333767
2000,0.15824635
2001,0.15926115
2002,0.15382068
2003,0.15771225
2004,0.16560285
2005,0.15708713
2006,0.15627202
2007,0.14753582
2008,0.1563128
2009,0.15326285
2010,0.15671833
2011,0.15222314
2012,0.16053492
2013,0.15557557
2014,0.16165209
2015,0.16017088
2016,0.16379663
2017,0.1616852
2018,0.15522291
2019,0.15827534
2020,0.16409051
2021,0.16451716
2022,0.15638454
2023,0.16109131
2024,0.16489325
2025,0.15382896
2026,0.15949146
2027,0.1626425
2028,0.15874654
2029,0.15788995
2030,0.1628696
2031,0.16442572
2032,0.15938435
2033,0.16001962
2034,0.15722986
2035,0.15490234
2036,0.16790804
2037,0.1614659
2038,0.15392174
2039,0.15455967
2040,0.16568287
2041,0.16987619
2042,0.17036617
2043,0.16564132
2044,0.16073011
2045,0.15908018
2046,0.16158268
2047,0.1596576
2048,0.15711471
2049,0.15939395
2050,0.16051428
2051,0.15651977
2052,0.16348977
2053,0.16106758
2054,0.16762695
2055,0.16597186
2056,0.15492867
2057,0.16390866
2058,0.16415885
2059,0.1636425
2060,0.16737281
2061,0.16674109
2062,0.1723447
2063,0.16211502
2064,0.16471846
2065,0.1587658
2066,0.16111661
2067,0.15681915
2068,0.16734995
2069,0.16460855
2070,0.17022246
2071,0.16714571
2072,0.16731797
2073,0.16474013
2074,0.17525606
2075,0.1696254
2076,0.17353567
2077,0.16864727
2078,0.16881347
2079,0.17080252
2080,0.1633728
2081,0.16284142
2082,0.16339776
2083,0.16001484
2084,0.16244961
2085,0.16375773
2086,0.16639063
2087,0.16112928
2088,0.16292593
2089,0.16378108
2090,0.16451406
2091,0.15654908
2092,0.16248412
2093,0.16454194
2094,0.167193
2095,0.16357706
2096,0.17095616
2097,0.17203826
2098,0.16256724
2099,0.16094565
2100,0.15971507
2101,0.1577365
2102,0.16520678
2103,0.1622282
2104,0.16617754
2105,0.15759099
2106,0.1598411
2107,0.17047386
2108,0.16506785
2109,0.15553953
2110,0.15749876
2111,0.15611698
2112,0.16234444
2113,0.16065715
2114,0.16395842
2115,0.16794904
2116,0.16823868
2117,0.16574132
2118,0.17218931
2119,0.16544423
2120,0.15836711
2121,0.15442106
2122,0.15616432
2123,0.1539681
2124,0.15706603
2125,0.16191363
2126,0.163301
2127,0.17289698
2128,0.16441952
2129,0.15962885
2130,0.1738468
2131,0.16158742
2132,0.16388066
2133,0.16298069
2134,0.16411537
2135,0.15092145
2136,0.1594547
2137,0.17776744
2138,0.18118048
2139,0.17322545
2140,0.16385733
2141,0.15998138
2142,0.16156848
2143,0.16230203
2144,0.15926915
2145,0.1449016
2146,0.162713
2147,0.16311045
2148,0.16380286
2149,0.16419457
2150,0.16290873
2151,0.16748852
2152,0.17036317
2153,0.17418225
2154,0.17052022
2155,0.16571824
2156,0.17344457
2157,0.17225592
2158,0.17383361
2159,0.17395674
2160,0.1650246
2161,0.1755656
2162,0.17312683
2163,0.18022121
2164,0.17715122
2165,0.17401828
2166,0.17165108
2167,0.18514824
2168,0.17832153
2169,0.17408419
2170,0.15466519
2171,0.16451097
2172,0.17387027
2173,0.18132675
2174,0.17211232
2175,0.15924995
2176,0.1727052
2177,0.17528951
2178,0.16717622
2179,0.1631042
2180,0.15971507
2181,0.16286021
2182,0.16270204
2183,0.16616833
2184,0.16441952
2185,0.16621588
2186,0.16540569
2187,0.15488423
2188,0.16355993
2189,0.1614501
2190,0.16769841
2191,0.15938275
2192,0.15595852
2193,0.16332598
2194,0.16107073
2195,0.16591349
2196,0.16316046
2197,0.16093616
2198,0.16700383
2199,0.16013905
2200,0.17077714
2201,0.16530703
2202,0.17823574
2203,0.16205212
2204,0.16682363
2205,0.16949913
2206,0.16264564
2207,0.16174982
2208,0.1689131
2209,0.16771817
2210,0.163697
2211,0.16173406
2212,0.16760261
2213,0.16085695
2214,0.16923122
2215,0.16733626
2216,0.17064424
2217,0.17011611
2218,0.17017603
2219,0.17696549
2220,0.17831723
2221,0.1755322
2222,0.178473
2223,0.18424837
2224,0.1828889
2225,0.18140124
2226,0.18619028
2227,0.18542613
2228,0.18230256
2229,0.18469056
2230,0.17945723
2231,0.17967583
2232,0.18450415
2233,0.18027355
2234,0.18102565
2235,0.17055309
2236,0.16652845
2237,0.16868657
2238,0.17359
2239,0.17340048
2240,0.16660804
2241,0.17987293
2242,0.17380281
2243,0.17857723
2244,0.16734387
2245,0.17596298
2246,0.16679458
2247,0.17347836
2248,0.16031088
2249,0.17487894
2250,0.16712742
2251,0.17720446
2252,0.17569187
2253,0.17456527
2254,0.17591806
2255,0.17790936
2256,0.18326762
2257,0.18969905
2258,0.18490438
2259,0.18514273
2260,0.17981625
2261,0.17379402
2262,0.17484833
2263,0.18336217
2264,0.18281083
2265,0.1789309
2266,0.17061885
2267,0.17142968
2268,0.16834773
2269,0.16059048
2270,0.17311357
2271,0.17155008
2272,0.16650549
2273,0.16591196
2274,0.15832688
2275,0.1710918
2276,0.16370325
2277,0.17073981
2278,0.16813107
2279,0.17141777
2280,0.17220116
2281,0.16866995
2282,0.17066665
2283,0.17145644
2284,0.15891345
2285,0.16324167
2286,0.1640097
2287,0.16275688
2288,0.16632473
2289,0.15969911
2290,0.16435128
2291,0.16756764
2292,0.16486542
2293,0.16855657
2294,0.16643351
2295,0.16809013
2296,0.16882706
2297,0.15350549
2298,0.1671686
2299,0.16744284
2300,0.16706334
2301,0.16895233
2302,0.16332598
2303,0.16328228
2304,0.1697621
2305,0.16289307
2306,0.16462868
2307,0.16729511
2308,0.16438386
2309,0.1751484
2310,0.17290436
2311,0.16646415
2312,0.1634274
2313,0.16825837
2314,0.16767713
2315,0.16734539
2316,0.17259891
2317,0.16782452
2318,0.16417438
2319,0.17113352
2320,0.17202196
2321,0.17101133
2322,0.18185176
2323,0.17595574
2324,0.17131811
2325,0.17534186
2326,0.17176689
2327,0.17183514
2328,0.17228256
2329,0.17453606
2330,0.17779899
2331,0.17498532
2332,0.16772729
2333,0.16048728
2334,0.17849156
2335,0.16732101
2336,0.16444433
2337,0.16522992
2338,0.1669962
2339,0.16986568
2340,0.15591602
2341,0.16723873
2342,0.16916493
2343,0.16235386
2344,0.15504709
2345,0.16351315
2346,0.16029179
2347,0.15693127
2348,0.16671816
2349,0.16057144
2350,0.15469651
2351,0.15126729
2352,0.17117223
2353,0.17304878
2354,0.17014907
2355,0.17050079
2356,0.16433889
2357,0.16583358
2358,0.16149747
2359,0.15753275
2360,0.1596129
2361,0.16253431
2362,0.17365755
2363,0.16021384
2364,0.16951266
2365,0.16554742
2366,0.15808195
2367,0.15975975
2368,0.15861319
2369,0.15904813
2370,0.15408395
2371,0.16328071
2372,0.16734082
2373,0.17184404
2374,0.16475715
2375,0.17279817
2376,0.17352246
2377,0.16658354
2378,0.16593806
2379,0.16313076
2380,0.16736975
2381,0.16751286
2382,0.16557051
2383,0.173009
2384,0.16988519
2385,0.17018053
2386,0.16647181
2387,0.16853237
2388,0.16705114
2389,0.17421299
2390,0.17089203
2391,0.18178165
2392,0.17627995
2393,0.17923976
2394,0.17132704
2395,0.17523424
2396,0.1748629
2397,0.17184997
2398,0.17240384
2399,0.1697576
2400,0.17765844
2401,0.17618304
2402,0.17205751
2403,0.16802035
2404,0.1705217
2405,0.16164577
2406,0.17284241
2407,0.16332753
2408,0.1608094
2409,0.17511638
2410,0.17148171
2411,0.17122732
2412,0.18104537
2413,0.16828261
2414,0.16963743
2415,0.17007114
2416,0.17133448
2417,0.16609162
2418,0.16679458
2419,0.16333066
2420,0.16744436
2421,0.16888894
2422,0.17348719
2423,0.16346326
2424,0.17619172
2425,0.16659425
2426,0.1634118
2427,0.17322397
2428,0.16284768
2429,0.16221564
2430,0.15901126
2431,0.15510626
2432,0.16063175
2433,0.1542559
2434,0.17216267
2435,0.16880138
2436,0.17066067
2437,0.1759905
2438,0.17680986
2439,0.1782014
2440,0.17071742
2441,0.17863575
2442,0.19518165
2443,0.1859519
2444,0.17905763
2445,0.18543576
2446,0.16708165
2447,0.16352876
2448,0.16811135
2449,0.16667227
2450,0.16304168
2451,0.16894327
2452,0.1624245
2453,0.16425821
2454,0.16045392
2455,0.16817959
2456,0.16684653
2457,0.16498752
2458,0.16397862
2459,0.16349134
2460,0.15659629
2461,0.16488089
2462,0.15656373
2463,0.15835102
2464,0.1634773
2465,0.16318232
2466,0.16666463
2467,0.17373532
2468,0.18961169
2469,0.18589844
2470,0.19248305
2471,0.18498845
2472,0.19206943
2473,0.18169469
2474,0.18867637
2475,0.17515713
2476,0.17226185
2477,0.18193024
2478,0.18889916
2479,0.18421516
2480,0.18232074
2481,0.17717855
2482,0.18320502
2483,0.18965337
2484,0.17861433
2485,0.18758427
2486,0.18092284
2487,0.16890706
2488,0.17097704
2489,0.17020749
2490,0.17272882
2491,0.17177875
2492,0.1779595
2493,0.16588429
2494,0.17527352
2495,0.17781763
2496,0.17812128
2497,0.18409336
2498,0.16724177
2499,0.17448932
2500,0.17202196
2501,0.16973206
2502,0.16291654
2503,0.16448927
2504,0.16056192
2505,0.15484144
2506,0.16792323
2507,0.17122436
2508,0.17051871
2509,0.16102642
2510,0.17075326
2511,0.15574098
2512,0.15662234
2513,0.15126055
2514,0.15211257
2515,0.14585897
2516,0.15577862
2517,0.16970353
2518,0.1566142
2519,0.15484966
2520,0.16095833
2521,0.1699332
2522,0.16314952
2523,0.15289651
2524,0.1543286
2525,0.1481978
2526,0.15410711
2527,0.15524589
2528,0.16192622
2529,0.15771064
2530,0.15758128
2531,0.16030292
2532,0.15078288
2533,0.15686953
2534,0.16203639
2535,0.1591747
2536,0.16630328
2537,0.16401438
2538,0.16445518
2539,0.16581666
2540,0.15881556
2541,0.1619215
2542,0.1681629
2543,0.17386293
2544,0.17554091
2545,0.17989136
2546,0.18865477
2547,0.18903542
2548,0.18720339
2549,0.19994535
2550,0.19601963
2551,0.19712965
2552,0.18823542
2553,0.18821646
2554,0.1884195
2555,0.1918822
2556,0.18771604
2557,0.20383297
2558,0.1987074
2559,0.19402765
2560,0.19440565
2561,0.19784088
2562,0.18547837
2563,0.18052225
2564,0.1817017
2565,0.1882598
2566,0.19370286
2567,0.18671665
2568,0.197828
2569,0.18996894
2570,0.19104609
2571,0.1882747
2572,0.18853717
2573,0.19085786
2574,0.18854257
2575,0.188698
2576,0.1865787
2577,0.18625052
2578,0.1923201
2579,0.18386197
2580,0.1820647
2581,0.19349483
2582,0.19438335
2583,0.19437811
2584,0.196718
2585,0.19645739
2586,0.2023141
2587,0.18410997
2588,0.17344898
2589,0.19756366
2590,0.19816144
2591,0.18648987
2592,0.17744166
2593,0.18683948
2594,0.20406295
2595,0.20022435
2596,0.18523908
2597,0.17926109
2598,0.18086223
2599,0.17773446
2600,0.17833297
2601,0.19140469
2602,0.17958927
2603,0.1936897
2604,0.17016256
2605,0.17574845
2606,0.17293236
2607,0.1807438
2608,0.1732431
2609,0.17033474
2610,0.17588328
2611,0.17703319
2612,0.1768358
2613,0.17658336
2614,0.16963743
2615,0.17456965
2616,0.16702977
2617,0.16528544
2618,0.16510336
2619,0.16892064
2620,0.17349012
2621,0.16252647
2622,0.16353342
2623,0.16659273
2624,0.16084109
2625,0.16787465
2626,0.16956829
2627,0.15285482
2628,0.15994792
2629,0.15806422
2630,0.16915287
2631,0.16534866
2632,0.16215119
2633,0.16517745
2634,0.16703588
2635,0.1647293
2636,0.16594422
2637,0.16676402
2638,0.15740162
2639,0.15884766
2640,0.15535915
2641,0.16860041
2642,0.16146432
2643,0.16440557
2644,0.16850816
2645,0.16745959
2646,0.17238759
2647,0.15937795
2648,0.16638143
2649,0.16526231
2650,0.17187667
2651,0.17171642
2652,0.16570902
2653,0.17138506
2654,0.17997919
2655,0.16784275
2656,0.17407393
2657,0.1720975
2658,0.18638186
2659,0.18954983
2660,0.17995228
2661,0.16638449
2662,0.15998138
2663,0.17003067
2664,0.16056986
2665,0.17350188
2666,0.1744031
2667,0.16999619
2668,0.17696406
2669,0.1705217
2670,0.16604249
2671,0.17011012
2672,0.17207085
2673,0.17623222
2674,0.16895987
2675,0.17720301
2676,0.1755264
2677,0.17416762
2678,0.17985451
2679,0.17761968
2680,0.16669828
2681,0.16560285
2682,0.17379987
2683,0.16925983
2684,0.16483295
2685,0.16187584
2686,0.1607079
2687,0.16842343
2688,0.16328539
2689,0.1572023
2690,0.16665545
2691,0.16682056
2692,0.1582109
2693,0.16854598
2694,0.1699272
2695,0.16720366
2696,0.16527157
2697,0.17843728
2698,0.15927236
2699,0.16351004
2700,0.16467513
2701,0.16328695
2702,0.16136482
2703,0.16404235
2704,0.16671203
2705,0.16206314
2706,0.17321809
2707,0.1648716
2708,0.16774705
2709,0.15890703
2710,0.16052698
2711,0.16202065
2712,0.17879121
2713,0.17053217
2714,0.15957774
2715,0.16546117
2716,0.17963044
2717,0.16747329
2718,0.16596879
2719,0.16439782
2720,0.16642585
2721,0.16758437
2722,0.16366743
2723,0.16911972
2724,0.16725701
2725,0.16193095
2726,0.16570595
2727,0.17441186
2728,0.17062183
2729,0.17748904
2730,0.16658814
2731,0.1623523
2732,0.16329788
2733,0.16634312
2734,0.16637224
2735,0.16646108
2736,0.15544444
2737,0.1597757
2738,0.15863088
2739,0.16612537
2740,0.15753275
2741,0.15753275
2742,0.15926915
2743,0.16258606
2744,0.16862914
2745,0.16289307
2746,0.16861856
2747,0.17284684
2748,0.17719294
2749,0.18112701
2750,0.17676084
2751,0.17850727
2752,0.18363862
2753,0.16327134
2754,0.16796269
2755,0.16585816
2756,0.16715792
2757,0.16280073
2758,0.16160004
2759,0.16704962
2760,0.17137465
2761,0.17615265
2762,0.1755656
2763,0.1707861
2764,0.16652232
2765,0.17673343
2766,0.17228107
2767,0.17819998
2768,0.17231807
2769,0.1710009
2770,0.18176623
2771,0.18347614
2772,0.18223125
2773,0.1800684
2774,0.19198844
2775,0.20744026
2776,0.19752882
2777,0.18807556
2778,0.18875472
2779,0.17699718
2780,0.1797893
2781,0.18428157
2782,0.18487543
2783,0.1916203
2784,0.18363307
2785,0.18790741
2786,0.19171341
2787,0.20049915
2788,0.19806881
2789,0.1860821
2790,0.18309785
2791,0.18509315
2792,0.17888814
2793,0.19252807
2794,0.17855296
2795,0.17776027
2796,0.19256249
2797,0.18991125
2798,0.19217424
2799,0.19799672
2800,0.19869842
2801,0.21407911
2802,0.21337782
2803,0.20771042
2804,0.208707
2805,0.20075327
2806,0.20134538
2807,0.19940916
2808,0.20166923
2809,0.21111028
2810,0.19969785
2811,0.19837229
2812,0.20196478
2813,0.19651966
2814,0.20449345
2815,0.19941683
2816,0.20034398
2817,0.1871026
2818,0.18341082
2819,0.1949948
2820,0.19497389
2821,0.1990048
2822,0.19052233
2823,0.18699086
2824,0.18481337
2825,0.18718433
2826,0.19036976
2827,0.1919765
2828,0.18398808
2829,0.18541926
2830,0.17133448
2831,0.17519206
2832,0.1692041
2833,0.15860194
2834,0.1714505
2835,0.1582399
2836,0.16464882
2837,0.16965246
2838,0.1624543
2839,0.16412625
2840,0.1648314
2841,0.16864124
2842,0.16113402
2843,0.15837033
2844,0.16777743
2845,0.15268628
2846,0.1669962
2847,0.16028066
2848,0.17429052
2849,0.16656823
2850,0.16673498
2851,0.16309482
2852,0.1679991
2853,0.17038262
2854,0.16806738
2855,0.1632932
2856,0.17294711
2857,0.16516356
2858,0.1747375
2859,0.16934566
2860,0.1673332
2861,0.17133597
2862,0.17083237
2863,0.16700536
2864,0.16220306
2865,0.16931404
2866,0.17916721
2867,0.179153
2868,0.16956678
2869,0.17861576
2870,0.17154115
2871,0.16636917
2872,0.17813273
2873,0.17164366
2874,0.17030032
2875,0.17564979
2876,0.17267421
2877,0.16468906
2878,0.17148171
2879,0.16752808
2880,0.16201279
2881,0.16414799
2882,0.17480458
2883,0.16550893
2884,0.17130324
2885,0.16552432
2886,0.16388689
2887,0.16826293
2888,0.1537809
2889,0.1614738
2890,0.15899844
2891,0.16401127
2892,0.16023931
2893,0.16310108
2894,0.16824473
2895,0.16005786
2896,0.16668451
2897,0.16508946
2898,0.15654908
2899,0.17251766
2900,0.16679305
2901,0.16661873
2902,0.16313076
2903,0.17318425
2904,0.17051722
2905,0.1537494
2906,0.16470763
2907,0.1639693
2908,0.15887976
2909,0.16450012
2910,0.16109289
2911,0.15540017
2912,0.16261898
2913,0.1513549
2914,0.16385576
2915,0.16241351
2916,0.1520405
2917,0.15945631
2918,0.15809809
2919,0.15919551
2920,0.15569842
2921,0.15966399
2922,0.16094407
2923,0.16844764
2924,0.16616526
2925,0.16374372
2926,0.16188057
2927,0.16394287
2928,0.1637733
2929,0.1742949
2930,0.18083404
2931,0.1788183
2932,0.16503696
2933,0.1758717
2934,0.17707206
2935,0.17310916
2936,0.17750055
2937,0.18265599
2938,0.18870205
2939,0.18538488
2940,0.18852365
2941,0.19818203
2942,0.20234685
2943,0.20797166
2944,0.20964779
2945,0.19609894
2946,0.20279609
2947,0.20980458
2948,0.21301195
2949,0.21209809
2950,0.21243195
2951,0.21083842
2952,0.21064125
2953,0.20381546
2954,0.19685662
2955,0.20286521
2956,0.20658939
2957,0.19748364
2958,0.20084594
2959,0.19448169
2960,0.19899711
2961,0.19594549
2962,0.20764413
2963,0.20802435
2964,0.2180456
2965,0.21701086
2966,0.20382297
2967,0.20194712
2968,0.20200264
2969,0.19267894
2970,0.19946796
2971,0.19049023
2972,0.20706019
2973,0.20458443
2974,0.21919179
2975,0.20121367
2976,0.21198268
2977,0.21131906
2978,0.20621394
2979,0.18566519
2980,0.17215082
2981,0.17452
2982,0.17964321
2983,0.16917698
2984,0.19030413
2985,0.19839157
2986,0.20019506
2987,0.2078466
2988,0.19317311
2989,0.1975714
2990,0.20094745
2991,0.18556768
2992,0.18844114
2993,0.1797042
2994,0.18540001
2995,0.18039511
2996,0.17978504
2997,0.18427882
2998,0.1670313
2999,0.17259152
3000,0.17226185
3001,0.19172937
3002,0.1749416
3003,0.17440894
3004,0.18481337
3005,0.18009672
3006,0.17680842
3007,0.19022909
3008,0.19220872
3009,0.20192313
3010,0.21344829
3011,0.19934268
3012,0.21037607
3013,0.1958609
3014,0.20138335
3015,0.19757785
3016,0.19136205
3017,0.18631347
3018,0.18739392
3019,0.19020765
3020,0.1935383
3021,0.19748236
3022,0.18716934
3023,0.19184235
3024,0.19685014
3025,0.19104877
3026,0.19171341
3027,0.18384255
3028,0.19197384
3029,0.19464153
3030,0.1878545
3031,0.1808425
3032,0.17961341
3033,0.18611087
3034,0.1836053
3035,0.19561087
3036,0.197828
3037,0.19067079
3038,0.19526653
3039,0.19064672
3040,0.20130487
3041,0.19790529
3042,0.19684367
3043,0.20106666
3044,0.20244636
3045,0.194652
3046,0.18945567
3047,0.18657734
3048,0.18451796
3049,0.19884463
3050,0.18480785
3051,0.18889916
3052,0.18383147
3053,0.17828293
3054,0.19195127
3055,0.18253872
3056,0.18484233
3057,0.19336699
3058,0.18461603
3059,0.18977427
3060,0.18792504
3061,0.1879454
3062,0.19127145
3063,0.1875299
3064,0.19055043
3065,0.18068315
3066,0.18721293
3067,0.19610673
3068,0.18801591
3069,0.18800642
3070,0.19373314
3071,0.19265911
3072,0.18902057
3073,0.19790658
3074,0.19405787
3075,0.19369629
3076,0.20050424
3077,0.19836716
3078,0.18883844
3079,0.18687494
3080,0.19498043
3081,0.19488758
3082,0.19591036
3083,0.18711622
3084,0.1852033
3085,0.19508238
3086,0.19488758
3087,0.19400267
3088,0.19633538
3089,0.19760238
3090,0.1932391
3091,0.19365022
3092,0.19275567
3093,0.19344476
3094,0.187587
3095,0.19134074
3096,0.19874845
3097,0.18485887
3098,0.18742657
3099,0.19115947
3100,0.19143663
3101,0.19698995
3102,0.19261676
3103,0.19418392
3104,0.19094999
3105,0.20171978
3106,0.19150853
3107,0.19083382
3108,0.18700448
3109,0.18845738
3110,0.19404735
3111,0.18782192
3112,0.18491817
3113,0.19486272
3114,0.19915846
3115,0.1957216
3116,0.19484049
3117,0.19199376
3118,0.19201367
3119,0.19406573
3120,0.18916078
3121,0.18689267
3122,0.1908218
3123,0.18825844
3124,0.18777713
3125,0.19453803
3126,0.19129944
3127,0.19182639
3128,0.19248305
3129,0.18568578
3130,0.1946507
3131,0.19705723
3132,0.20133018
3133,0.1982489
3134,0.19442794
3135,0.19883692
3136,0.1930279
3137,0.19206676
3138,0.19406049
3139,0.19329184
3140,0.19358438
3141,0.1973571
3142,0.20208086
3143,0.19585961
3144,0.194779
3145,0.19584659
3146,0.18775949
3147,0.19670376
3148,0.1929262
3149,0.19420624
3150,0.1870331
3151,0.19294469
3152,0.19104476
3153,0.19152583
3154,0.19682296
3155,0.19510458
3156,0.19209065
3157,0.18723199
3158,0.19972849
3159,0.18813653
3160,0.18882358
3161,0.19148989
3162,0.1809665
3163,0.19188751
3164,0.18747418
3165,0.18366638
3166,0.18450691
3167,0.19169345
3168,0.18371634
3169,0.18325372
3170,0.1805999
3171,0.18841545
3172,0.18598618
3173,0.18667567
3174,0.17596732
3175,0.18900034
3176,0.17959921
3177,0.18019435
3178,0.17622644
3179,0.17642306
3180,0.1779237
3181,0.1736781
3182,0.17643173
3183,0.1705785
3184,0.17275095
3185,0.18027496
3186,0.17337108
3187,0.18186016
3188,0.17495473
3189,0.1762438
3190,0.19390543
3191,0.18421516
3192,0.18768752
3193,0.17377053
3194,0.17294563
3195,0.18942742
3196,0.17303993
3197,0.1707219
3198,0.17504503
3199,0.16946001
3200,0.17970137
3201,0.17972407
3202,0.18960093
3203,0.18447098
3204,0.1823501
3205,0.18856286
3206,0.18172696
3207,0.17997494
3208,0.19077371
3209,0.20834027
3210,0.1953318
3211,0.19783701
3212,0.19076969
3213,0.19965829
3214,0.19658321
3215,0.19174133
3216,0.20100072
