,RMSD_6eqe_1
3217,0.18641467
3218,0.19103542
3219,0.19845837
3220,0.18874392
3221,0.19969147
3222,0.18981726
3223,0.19822705
3224,0.19821033
3225,0.20182842
3226,0.20071517
3227,0.19665581
3228,0.19741781
3229,0.19553657
3230,0.19335382
3231,0.18644339
3232,0.1972951
3233,0.1893305
3234,0.19546877
3235,0.19127145
3236,0.19798255
3237,0.19221137
3238,0.19636783
3239,0.19321401
3240,0.18908934
3241,0.19364496
3242,0.19622499
3243,0.19243273
3244,0.18888162
3245,0.18839921
3246,0.18978503
3247,0.18971786
3248,0.19207738
3249,0.19328262
3250,0.19060661
3251,0.18974204
3252,0.1885588
3253,0.19036707
3254,0.18718433
3255,0.1907363
3256,0.19279799
3257,0.19106077
3258,0.20105778
3259,0.19649372
3260,0.19771586
3261,0.19748753
3262,0.19806752
3263,0.19211188
3264,0.19518557
3265,0.18857908
3266,0.19024785
3267,0.1871421
3268,0.20056398
3269,0.1949425
3270,0.18882224
3271,0.19776098
3272,0.17672189
3273,0.18020283
3274,0.18378846
3275,0.18743338
3276,0.19857651
3277,0.19587784
3278,0.18076214
3279,0.1876685
3280,0.19406837
3281,0.20205817
3282,0.19092597
3283,0.1941012
3284,0.19054374
3285,0.20032236
3286,0.20440494
3287,0.19560695
3288,0.19394092
3289,0.20345119
3290,0.19519994
3291,0.20267162
3292,0.19473448
3293,0.19471224
3294,0.19224718
3295,0.18704809
3296,0.19126345
3297,0.20405671
3298,0.19463366
3299,0.20054746
3300,0.17637102
3301,0.17671901
3302,0.1894476
3303,0.18992601
3304,0.18325093
3305,0.18538076
3306,0.19224453
3307,0.18722653
3308,0.19036037
3309,0.1772591
3310,0.18799286
3311,0.18815415
3312,0.19540617
3313,0.18650764
3314,0.1847292
3315,0.18769024
3316,0.18954445
3317,0.18884924
3318,0.18451382
3319,0.18392989
3320,0.19064939
3321,0.18536976
3322,0.18924701
3323,0.17983183
3324,0.17903058
3325,0.18459946
3326,0.19165888
3327,0.18172976
3328,0.1953592
3329,0.1801236
3330,0.1852487
3331,0.1801618
3332,0.1860684
3333,0.18976487
3334,0.1951686
3335,0.19241153
3336,0.18295719
3337,0.19563824
3338,0.17469226
3339,0.19464022
3340,0.18661696
3341,0.19418918
3342,0.18513446
3343,0.18053354
3344,0.18138015
3345,0.18386751
3346,0.17945154
3347,0.18666339
3348,0.17315333
3349,0.17539127
3350,0.1820843
3351,0.18796031
3352,0.18343584
3353,0.19044338
3354,0.18862233
3355,0.17879264
3356,0.18698539
3357,0.17678535
3358,0.17820284
3359,0.1767565
3360,0.1813661
3361,0.17645772
3362,0.19550398
3363,0.19170809
3364,0.18161611
3365,0.17947854
3366,0.1833594
3367,0.17605856
3368,0.17550315
3369,0.17175056
3370,0.1780984
3371,0.16880894
3372,0.18211369
3373,0.17279522
3374,0.17528224
3375,0.17128389
3376,0.17315774
3377,0.16623735
3378,0.17219375
3379,0.18483268
3380,0.18766715
3381,0.19100338
3382,0.19688122
3383,0.18606977
3384,0.18628746
3385,0.18258898
3386,0.18047987
3387,0.1821067
3388,0.17865857
3389,0.17988144
3390,0.1786971
3391,0.18600947
3392,0.18306026
3393,0.18715028
3394,0.19336437
3395,0.19053972
3396,0.19128078
3397,0.20004094
3398,0.19446464
3399,0.19252542
3400,0.17997211
3401,0.18498708
3402,0.18277179
3403,0.18249822
3404,0.18432169
3405,0.19205482
3406,0.19661562
3407,0.18982801
3408,0.18504633
3409,0.18380095
3410,0.19013527
3411,0.18368165
3412,0.17466891
3413,0.17843442
3414,0.18361224
3415,0.17340194
3416,0.16441487
3417,0.17593835
3418,0.17043647
3419,0.17925824
3420,0.16731036
3421,0.17778179
3422,0.17092933
3423,0.1741003
3424,0.1707443
3425,0.17592967
3426,0.16918904
3427,0.16965997
3428,0.17045443
3429,0.16542573
3430,0.17494306
3431,0.17244671
3432,0.17029881
3433,0.1663324
3434,0.17531277
3435,0.17014608
3436,0.16790956
3437,0.16588122
3438,0.1681917
3439,0.17684878
3440,0.16479738
3441,0.1695292
3442,0.16484842
3443,0.1670725
3444,0.16867751
3445,0.1693035
3446,0.17099492
3447,0.17396846
3448,0.17516877
3449,0.17224112
3450,0.17137316
3451,0.174666
3452,0.17518623
3453,0.17704615
3454,0.16676249
3455,0.17715697
3456,0.17057401
3457,0.16869111
3458,0.1684431
3459,0.16641973
3460,0.17217599
3461,0.17763692
3462,0.16382465
3463,0.16808558
3464,0.17165257
3465,0.17571653
3466,0.1807029
3467,0.17585285
3468,0.17367075
3469,0.16372503
3470,0.1615953
3471,0.17078012
3472,0.16883762
3473,0.16731188
3474,0.17003517
3475,0.16457294
3476,0.16805373
3477,0.17009662
3478,0.16402991
3479,0.16929296
3480,0.16872133
3481,0.16955326
3482,0.1717461
3483,0.17313124
3484,0.16829927
3485,0.16694887
3486,0.16907299
3487,0.16452491
3488,0.17138506
3489,0.17138506
3490,0.17706774
3491,0.17191522
3492,0.17300752
3493,0.17291172
3494,0.1741559
3495,0.16787769
3496,0.17353567
3497,0.17979072
3498,0.17722027
3499,0.17347397
3500,0.17779039
3501,0.17413542
3502,0.17360176
3503,0.17933786
3504,0.17238462
3505,0.1699542
3506,0.16856867
3507,0.16709843
3508,0.17449224
3509,0.17608029
3510,0.1672494
3511,0.16445673
3512,0.17475791
3513,0.16355212
3514,0.16063175
3515,0.16049045
3516,0.16133639
3517,0.1665912
3518,0.1740622
3519,0.17310327
3520,0.16418214
3521,0.167353
3522,0.17214341
3523,0.1750261
3524,0.16947055
3525,0.17376466
3526,0.17186481
3527,0.17503193
3528,0.17125411
3529,0.17454045
3530,0.16978914
3531,0.16666616
3532,0.17539127
3533,0.17179509
3534,0.17143264
3535,0.17510037
3536,0.17705767
3537,0.17977087
3538,0.1790676
3539,0.18214728
3540,0.17906332
3541,0.17004867
3542,0.17696549
3543,0.17893231
3544,0.18594505
3545,0.1738468
3546,0.18119736
3547,0.17832153
3548,0.17330343
3549,0.17053665
3550,0.1762973
3551,0.18065634
3552,0.17919426
3553,0.17670459
3554,0.17804399
3555,0.18305051
3556,0.18094678
3557,0.18807963
3558,0.1907296
3559,0.19296318
3560,0.18254012
3561,0.19165222
3562,0.1780669
3563,0.17841443
3564,0.18070148
3565,0.18103692
3566,0.1892699
3567,0.18631347
3568,0.18627104
3569,0.18229558
3570,0.18149677
3571,0.19034965
3572,0.17973684
3573,0.18405735
3574,0.18565695
3575,0.18521842
3576,0.18443091
3577,0.18488094
3578,0.18021557
3579,0.18579969
3580,0.19199641
3581,0.18622862
3582,0.18618344
3583,0.18715845
3584,0.18324953
3585,0.18816634
3586,0.19073227
3587,0.18851148
3588,0.19033091
3589,0.19664025
3590,0.19581535
3591,0.19457342
3592,0.1832092
3593,0.18348446
3594,0.18386197
3595,0.18908395
3596,0.19023043
3597,0.1945708
3598,0.195307
3599,0.19100073
3600,0.18976085
3601,0.19673875
3602,0.1848051
3603,0.19209464
3604,0.19088191
3605,0.19667915
3606,0.1881013
3607,0.19468866
3608,0.19005078
3609,0.189738
3610,0.19785634
3611,0.18865746
3612,0.18848172
3613,0.19155644
3614,0.18824083
3615,0.18604511
3616,0.19295129
3617,0.19079775
3618,0.18699221
3619,0.1906895
3620,0.19604564
3621,0.1971206
3622,0.20065548
3623,0.19940916
3624,0.19647166
3625,0.19180247
3626,0.19684885
3627,0.19526261
3628,0.20171472
3629,0.19574896
3630,0.1996787
3631,0.19842242
3632,0.1963821
3633,0.198389
3634,0.20163636
3635,0.18877228
3636,0.19576718
3637,0.19618471
3638,0.19138736
3639,0.19974124
3640,0.19851488
3641,0.19397114
3642,0.19708051
3643,0.1953096
3644,0.19262207
3645,0.19563171
3646,0.19667655
3647,0.19030546
3648,0.1904059
3649,0.18778257
3650,0.19161499
3651,0.18882224
3652,0.18790199
3653,0.18348725
3654,0.18838297
3655,0.18792234
3656,0.19059591
3657,0.19042598
3658,0.18877092
3659,0.18653771
3660,0.17994379
3661,0.18953773
3662,0.18530512
3663,0.18673302
3664,0.1860136
3665,0.1882625
3666,0.18684493
3667,0.18854257
3668,0.18740752
3669,0.18678352
3670,0.18071559
3671,0.17923833
3672,0.1844862
3673,0.18508351
3674,0.18802947
3675,0.18703173
3676,0.1844157
3677,0.17991403
3678,0.18959151
3679,0.1889275
3680,0.18421516
3681,0.18329962
3682,0.18119878
3683,0.18244372
3684,0.19018754
3685,0.1785601
3686,0.19093531
3687,0.18465883
3688,0.178443
3689,0.18141809
3690,0.18100734
3691,0.18031454
3692,0.18990186
3693,0.18383978
3694,0.18682173
3695,0.19052367
3696,0.18190642
3697,0.17781046
3698,0.18833695
3699,0.18943818
3700,0.18434659
3701,0.18587649
3702,0.1846243
3703,0.18417366
3704,0.180518
3705,0.17676948
3706,0.17996502
3707,0.18082699
3708,0.1861492
3709,0.17995936
3710,0.18453178
3711,0.18854798
3712,0.17926535
3713,0.17946291
3714,0.18029617
3715,0.1835081
3716,0.17922696
3717,0.18180831
3718,0.18536839
3719,0.17529534
3720,0.18038099
3721,0.18616427
3722,0.1809806
3723,0.17931086
3724,0.18464364
3725,0.190624
3726,0.18780564
3727,0.1856542
3728,0.18232074
3729,0.1842456
3730,0.18115515
3731,0.1820969
3732,0.18994883
3733,0.18576539
3734,0.19179183
3735,0.18399225
3736,0.18611087
3737,0.1849857
3738,0.18479681
3739,0.18628335
3740,0.18942338
3741,0.18738848
3742,0.18499672
3743,0.19129544
3744,0.1932615
3745,0.18038239
3746,0.18935473
3747,0.18769975
3748,0.18541513
3749,0.18411551
3750,0.18927933
3751,0.1857352
3752,0.18486577
3753,0.18114108
3754,0.18477061
3755,0.17981906
3756,0.17698997
3757,0.18561575
3758,0.18080585
3759,0.18584633
3760,0.17973542
3761,0.17458864
3762,0.1751353
3763,0.17510037
3764,0.18413629
3765,0.1773195
3766,0.17735256
3767,0.1741559
3768,0.1783058
3769,0.17577745
3770,0.17640427
3771,0.18395899
3772,0.17400655
3773,0.17704758
3774,0.18387583
3775,0.18426222
3776,0.1846243
3777,0.18751223
3778,0.18947989
3779,0.18522118
3780,0.1846961
3781,0.18169609
3782,0.17595863
3783,0.1881257
3784,0.18516475
3785,0.18378432
3786,0.18808368
3787,0.19193533
3788,0.18953907
3789,0.17589633
3790,0.17616278
3791,0.1824116
3792,0.1797425
3793,0.18183494
3794,0.18042336
3795,0.17935492
3796,0.17899926
3797,0.17615555
3798,0.169681
3799,0.1783787
3800,0.1749314
3801,0.17373826
3802,0.17365901
3803,0.17396846
3804,0.17742872
3805,0.17268898
3806,0.17421591
3807,0.17931086
3808,0.17705046
3809,0.16808406
3810,0.1728837
3811,0.16944498
3812,0.18387029
3813,0.17910746
3814,0.17841871
3815,0.1775192
3816,0.18140405
3817,0.18162031
3818,0.17521097
3819,0.17760678
3820,0.18078612
3821,0.17599195
3822,0.1783201
3823,0.17508435
3824,0.18459256
3825,0.17188112
3826,0.17480022
3827,0.17727636
3828,0.17946148
3829,0.17569622
3830,0.18001884
3831,0.17494306
3832,0.17952113
3833,0.18161611
3834,0.17830294
3835,0.1758427
3836,0.1852941
3837,0.17562367
3838,0.1765155
3839,0.17868711
3840,0.18526247
3841,0.18006699
3842,0.17325047
3843,0.17045143
3844,0.17818138
3845,0.1698732
3846,0.16935319
3847,0.17166
3848,0.17093082
3849,0.17658192
3850,0.17287192
3851,0.18138579
3852,0.18301848
3853,0.17374413
3854,0.16672732
3855,0.17146535
3856,0.17360029
3857,0.17006215
3858,0.17344016
3859,0.17260924
3860,0.18012926
3861,0.18075226
3862,0.17490663
3863,0.17949557
3864,0.18390772
3865,0.17368397
3866,0.17315628
3867,0.17588328
3868,0.1751775
3869,0.1789964
3870,0.18229418
3871,0.18057872
3872,0.173543
3873,0.17624958
3874,0.17512365
3875,0.18538763
3876,0.18009672
3877,0.18874662
3878,0.18665384
3879,0.18240322
3880,0.18194285
3881,0.17756227
3882,0.17744021
3883,0.18219906
3884,0.17734824
3885,0.17815134
3886,0.1825471
3887,0.18141249
3888,0.17831153
3889,0.17877269
3890,0.17383653
3891,0.18218367
3892,0.18145743
3893,0.17814276
3894,0.17621052
3895,0.18120159
3896,0.19060527
3897,0.18531474
3898,0.18419442
3899,0.1801151
3900,0.18320502
3901,0.17756514
3902,0.17726773
3903,0.17796953
3904,0.17489205
3905,0.17948279
3906,0.18286242
3907,0.1773353
3908,0.18364418
3909,0.17475791
3910,0.17803396
3911,0.18228018
3912,0.18232353
3913,0.18919447
3914,0.18111715
3915,0.17200269
3916,0.17419104
3917,0.17699142
3918,0.17588474
3919,0.17417495
3920,0.16943444
3921,0.16949311
3922,0.17041554
3923,0.16856262
3924,0.16974258
3925,0.17788213
3926,0.17557867
3927,0.16684501
3928,0.17197452
3929,0.17040057
3930,0.16818564
3931,0.17916438
3932,0.180033
3933,0.17952113
3934,0.181089
3935,0.18137172
3936,0.17590937
3937,0.1727421
3938,0.17667285
3939,0.1756193
3940,0.1809665
3941,0.16559361
3942,0.16705267
3943,0.17200269
3944,0.16696872
3945,0.16416816
3946,0.16938028
3947,0.16628028
3948,0.17165703
3949,0.1754683
3950,0.17002018
3951,0.1729692
3952,0.1672692
3953,0.17237428
3954,0.1684537
3955,0.16943294
3956,0.16443813
3957,0.16861403
3958,0.1647618
3959,0.17132258
3960,0.177842
3961,0.17865571
3962,0.17691363
3963,0.18140545
3964,0.17457987
3965,0.18582849
3966,0.18229698
3967,0.18972458
3968,0.18076496
3969,0.1813914
3970,0.18272156
3971,0.18401025
3972,0.1872102
3973,0.18839516
3974,0.18616427
3975,0.18543988
3976,0.1833594
3977,0.1771354
3978,0.17985876
3979,0.17560479
3980,0.18364972
3981,0.17719582
3982,0.18316883
3983,0.1768776
3984,0.17718431
3985,0.18039794
3986,0.17632622
3987,0.18387029
3988,0.19130076
3989,0.18109745
3990,0.18503255
3991,0.1771138
3992,0.17208713
3993,0.17574845
3994,0.17562947
3995,0.18000327
3996,0.1789152
3997,0.17518042
3998,0.18142794
3999,0.1805632
4000,0.18277179
4001,0.18123113
4002,0.1833733
4003,0.19146593
4004,0.182501
4005,0.167225
4006,0.17629442
4007,0.17788357
4008,0.18055612
4009,0.1814757
4010,0.18299758
4011,0.18409474
4012,0.18372744
4013,0.17854582
4014,0.18607387
4015,0.18302126
4016,0.18285963
4017,0.18306722
4018,0.18290283
4019,0.18988842
4020,0.17929095
4021,0.17695108
4022,0.18724015
4023,0.17304583
4024,0.17440748
4025,0.1797808
4026,0.17462805
4027,0.17693236
4028,0.17511201
4029,0.1769021
4030,0.17864859
4031,0.17805544
4032,0.1839479
4033,0.17494744
4034,0.18404904
4035,0.18149115
4036,0.18746872
4037,0.18239622
4038,0.18420824
4039,0.17942028
4040,0.18096226
4041,0.18233751
4042,0.18301569
4043,0.18427743
4044,0.18069866
4045,0.17981198
4046,0.17247036
4047,0.18510416
4048,0.18632987
4049,0.18392989
4050,0.18603277
4051,0.18761145
4052,0.18445855
4053,0.19218485
4054,0.18083404
4055,0.18196246
4056,0.1850408
4057,0.18829094
4058,0.1860684
4059,0.17718576
4060,0.18042055
4061,0.18449448
4062,0.19211718
4063,0.18141389
4064,0.17758812
4065,0.17510764
4066,0.18480924
4067,0.18274668
4068,0.18171574
4069,0.18228018
4070,0.18346502
4071,0.18178587
4072,0.1902425
4073,0.18771333
4074,0.17744882
4075,0.18389663
4076,0.1771397
4077,0.17979214
4078,0.1735342
4079,0.17775741
4080,0.18163857
4081,0.17721309
4082,0.1771728
4083,0.1742949
4084,0.18340388
4085,0.18365943
4086,0.17650107
4087,0.17974676
4088,0.18380095
4089,0.17409588
4090,0.17818424
4091,0.17743734
4092,0.18854934
4093,0.1806775
4094,0.18420963
4095,0.18316883
4096,0.1844157
4097,0.18126066
4098,0.18808232
4099,0.18356782
4100,0.180299
4101,0.18151784
4102,0.177456
4103,0.17777032
4104,0.1800146
4105,0.18063375
4106,0.18787892
4107,0.17530406
4108,0.17360176
4109,0.17989136
4110,0.17492849
4111,0.17603974
4112,0.1744864
4113,0.18397562
4114,0.17463097
4115,0.17511784
4116,0.16997069
4117,0.17221893
4118,0.17443818
4119,0.17706342
4120,0.16957581
4121,0.17189446
4122,0.16638602
4123,0.17705046
4124,0.16669674
4125,0.17965455
4126,0.17936914
4127,0.1739919
4128,0.17842442
4129,0.16551046
4130,0.16783668
4131,0.1740168
4132,0.16904435
4133,0.1763378
4134,0.17281735
4135,0.17298247
4136,0.18033858
4137,0.17927104
4138,0.17413102
4139,0.17190632
4140,0.16722958
4141,0.16773793
4142,0.17456089
4143,0.17507853
4144,0.17796236
4145,0.17664832
4146,0.17390251
4147,0.18004717
4148,0.1724748
4149,0.1755017
4150,0.1735254
4151,0.1775508
4152,0.17618883
4153,0.17535931
4154,0.16742305
4155,0.17189743
4156,0.17452146
4157,0.18003583
4158,0.17865714
4159,0.17643173
4160,0.17345192
4161,0.17233582
4162,0.16682515
4163,0.16875306
4164,0.1683765
4165,0.18105663
4166,0.16871981
4167,0.17131662
4168,0.17211528
4169,0.1706756
4170,0.17479438
4171,0.16763152
4172,0.17504212
4173,0.1674946
4174,0.18224663
4175,0.17800675
4176,0.18005708
4177,0.18087773
4178,0.18046293
4179,0.17103368
4180,0.17206937
4181,0.17229587
4182,0.1774086
4183,0.1843286
4184,0.1848699
4185,0.18135627
4186,0.18392989
4187,0.17565995
4188,0.17946717
4189,0.18127613
4190,0.17736118
4191,0.18143496
4192,0.18057589
4193,0.17482208
4194,0.16925381
4195,0.18408227
4196,0.18522118
4197,0.18470575
4198,0.17771295
4199,0.1783058
4200,0.17555253
4201,0.18252616
4202,0.17497803
4203,0.1748702
4204,0.17521387
4205,0.1727185
4206,0.1733696
4207,0.1794274
4208,0.18111011
4209,0.17941318
4210,0.17682716
4211,0.17499551
4212,0.17097853
4213,0.1766108
4214,0.1810003
4215,0.17967583
4216,0.180858
4217,0.1882977
4218,0.18665247
4219,0.19383574
4220,0.18849796
4221,0.18856962
4222,0.19560957
4223,0.18419856
4224,0.18823
4225,0.1778119
4226,0.17935918
4227,0.18399778
4228,0.17494598
4229,0.17532587
4230,0.16970955
4231,0.1736047
4232,0.17425396
4233,0.16802946
4234,0.1719597
4235,0.16881497
4236,0.16863519
4237,0.17201899
4238,0.1749722
4239,0.1709159
4240,0.17233877
4241,0.18244512
4242,0.18842086
4243,0.19592987
4244,0.19547659
4245,0.19286937
4246,0.19286011
4247,0.19243537
4248,0.19860089
4249,0.19306356
4250,0.19510198
4251,0.19203092
4252,0.18819073
4253,0.18196106
4254,0.18149255
4255,0.1757615
4256,0.18235849
4257,0.1821445
4258,0.17940181
4259,0.18366499
4260,0.18134502
4261,0.182953
4262,0.18354142
4263,0.17988144
4264,0.1817045
4265,0.17814276
4266,0.18393266
4267,0.17694533
4268,0.17981482
4269,0.18356365
4270,0.18137875
4271,0.18293768
4272,0.18180549
4273,0.18035978
4274,0.18197927
4275,0.17943592
4276,0.17912453
4277,0.17867284
4278,0.17941745
4279,0.17653428
4280,0.18097073
4281,0.1798942
4282,0.18513171
4283,0.18155715
4284,0.18225782
4285,0.18417504
4286,0.18183774
4287,0.18274808
4288,0.18164699
4289,0.17562658
4290,0.18445994
4291,0.18502566
4292,0.18810266
4293,0.18898281
4294,0.18499121
4295,0.18687767
4296,0.19158305
4297,0.18788299
4298,0.18981592
4299,0.18310341
4300,0.1903135
4301,0.194201
4302,0.18901788
4303,0.18249682
4304,0.18285404
4305,0.1845373
4306,0.18062954
4307,0.1821193
4308,0.19231479
4309,0.1861451
4310,0.17867997
4311,0.17603105
4312,0.17944728
4313,0.18172555
4314,0.17873132
4315,0.17875272
4316,0.18619576
4317,0.18087491
4318,0.18617249
4319,0.18506835
4320,0.18401718
4321,0.18357198
4322,0.19026795
4323,0.18857908
4324,0.18921064
4325,0.18559378
4326,0.18002875
4327,0.18218227
4328,0.19007225
4329,0.19472271
4330,0.18563773
4331,0.18905024
4332,0.18934262
4333,0.18893155
4334,0.18454145
4335,0.18407813
4336,0.18983337
4337,0.18681355
4338,0.19024383
4339,0.19003737
4340,0.18918234
4341,0.18760465
4342,0.18606703
4343,0.18607114
4344,0.19444498
4345,0.1915285
4346,0.19490328
4347,0.18952966
4348,0.18815821
4349,0.20036815
4350,0.19529003
4351,0.19894587
4352,0.19531743
4353,0.19163494
4354,0.18906373
4355,0.20040251
4356,0.18845198
4357,0.18819614
4358,0.18640101
4359,0.18793184
4360,0.1902264
4361,0.18731502
4362,0.19639899
4363,0.18832614
4364,0.1786129
4365,0.18484648
4366,0.19375813
4367,0.20511205
4368,0.20018615
4369,0.18418334
4370,0.18647757
4371,0.18278293
4372,0.17749767
4373,0.18380235
4374,0.18475819
4375,0.1814195
4376,0.1898844
4377,0.19002396
4378,0.18680672
4379,0.17896792
4380,0.18184334
4381,0.1856899
4382,0.18686949
4383,0.18593545
4384,0.18603277
4385,0.18157822
4386,0.1857887
4387,0.18292513
4388,0.19194993
4389,0.19087923
4390,0.1890826
4391,0.17980348
4392,0.1779423
4393,0.18435487
4394,0.18188679
4395,0.184229
4396,0.17861006
4397,0.18481337
4398,0.18040217
4399,0.19272922
4400,0.18832748
4401,0.19637172
4402,0.18700585
4403,0.18895988
4404,0.18803489
4405,0.18714346
4406,0.1883099
4407,0.19501442
4408,0.1810341
4409,0.18392019
4410,0.17444988
4411,0.1811622
4412,0.173037
4413,0.1731342
4414,0.17612226
4415,0.17906475
4416,0.1816989
4417,0.172838
4418,0.179281
4419,0.17112905
4420,0.17605278
4421,0.17899498
4422,0.17764696
4423,0.17304878
4424,0.17779899
4425,0.17862718
4426,0.1764115
4427,0.17510764
4428,0.18452072
4429,0.1807029
4430,0.17820713
4431,0.18020283
4432,0.17440456
4433,0.17484395
4434,0.17484833
4435,0.17611502
4436,0.17298985
4437,0.17557141
4438,0.18312569
4439,0.17644762
4440,0.18273133
4441,0.1804375
4442,0.18163997
4443,0.17630309
4444,0.17690787
4445,0.18078892
4446,0.17821714
4447,0.16949612
4448,0.179116
4449,0.18179427
4450,0.18039088
4451,0.18325372
4452,0.17744452
4453,0.1743534
4454,0.17427443
4455,0.1719182
4456,0.17564835
4457,0.17256197
4458,0.17767279
4459,0.17310032
4460,0.17395088
4461,0.18171994
4462,0.17847727
4463,0.18644339
4464,0.1768387
4465,0.1771987
4466,0.1737236
4467,0.17009063
4468,0.16918904
4469,0.16813864
4470,0.1728734
4471,0.17956941
4472,0.17440748
4473,0.17912738
4474,0.17674641
4475,0.18360253
4476,0.18031172
4477,0.17940892
4478,0.18404765
4479,0.19040723
4480,0.17888957
4481,0.1821235
4482,0.17863718
4483,0.18783686
4484,0.18225922
4485,0.18772419
4486,0.19444105
4487,0.1911168
4488,0.1842373
4489,0.17597312
4490,0.18045022
4491,0.17897218
4492,0.18504219
4493,0.18805657
4494,0.18665247
4495,0.18600263
4496,0.19206145
4497,0.19709603
4498,0.18239343
4499,0.18821646
4500,0.19250292
4501,0.19493596
4502,0.18856691
4503,0.1877106
4504,0.185078
4505,0.18000327
4506,0.1906681
4507,0.18542063
4508,0.18704264
4509,0.18406704
4510,0.19260749
4511,0.19104208
4512,0.19555873
4513,0.19099538
4514,0.1824074
4515,0.1912168
4516,0.19513333
4517,0.18989782
4518,0.18448065
4519,0.19145928
4520,0.18807691
4521,0.18951218
4522,0.18805793
4523,0.19144462
4524,0.18701266
4525,0.18543576
4526,0.1870699
4527,0.1894153
4528,0.18891941
4529,0.19092064
4530,0.1995229
4531,0.19101673
4532,0.1883356
4533,0.17822286
4534,0.1855457
4535,0.17685023
4536,0.1783344
4537,0.1806775
4538,0.1714505
4539,0.18104677
4540,0.1830909
4541,0.18123253
4542,0.17951688
4543,0.17811556
4544,0.17485708
4545,0.17077565
4546,0.17600933
4547,0.17482063
4548,0.18589021
4549,0.18234171
4550,0.17694822
4551,0.18829499
4552,0.1846243
4553,0.18416396
4554,0.17231216
4555,0.1809651
4556,0.17874417
4557,0.18820563
4558,0.18998371
4559,0.1854385
4560,0.18573931
4561,0.18363723
4562,0.1980482
4563,0.18453316
4564,0.18550172
4565,0.18289447
4566,0.18270762
4567,0.17532587
4568,0.18378153
4569,0.18176483
4570,0.1936884
4571,0.1976978
4572,0.19181177
4573,0.18199328
4574,0.18793318
4575,0.18991661
4576,0.19363442
4577,0.1876128
4578,0.175863
4579,0.17793801
4580,0.1820661
4581,0.18237665
4582,0.18154311
4583,0.18528724
4584,0.17552784
4585,0.18502152
4586,0.17708214
4587,0.17688192
4588,0.18568166
4589,0.17152481
4590,0.18200308
4591,0.18359835
4592,0.17551042
4593,0.17647795
4594,0.17850584
4595,0.18475267
4596,0.18052506
4597,0.17522407
4598,0.17943165
4599,0.17983466
4600,0.18802269
4601,0.1967245
4602,0.18674667
4603,0.18217248
4604,0.18325372
4605,0.18350393
4606,0.19027197
4607,0.18685856
4608,0.18048553
4609,0.1803089
4610,0.18147008
4611,0.17444256
4612,0.18108056
4613,0.18015757
4614,0.1773813
4615,0.18182372
4616,0.18463258
4617,0.17218783
4618,0.17948422
4619,0.18290842
4620,0.19194728
4621,0.1800061
4622,0.1826155
4623,0.18328431
4624,0.18834236
4625,0.18591353
4626,0.1812452
4627,0.18366499
4628,0.18132675
4629,0.19385941
4630,0.18609579
4631,0.18577361
4632,0.19206145
4633,0.1923943
4634,0.18318693
4635,0.18402134
4636,0.1835192
4637,0.18773912
4638,0.19345662
4639,0.19290242
4640,0.18374686
4641,0.18145885
4642,0.19322456
4643,0.1915671
4644,0.17989986
4645,0.18756661
4646,0.18325509
4647,0.17983466
4648,0.1893857
4649,0.18335661
4650,0.18857232
4651,0.19095267
4652,0.1971206
4653,0.19503272
4654,0.1924963
4655,0.18792099
4656,0.18487129
4657,0.1890435
4658,0.19454458
4659,0.19342367
4660,0.1915245
4661,0.1993056
4662,0.19882154
4663,0.19553135
4664,0.19644961
4665,0.19173336
4666,0.18653907
4667,0.19269086
4668,0.18623957
4669,0.19554308
4670,0.19361599
4671,0.19215433
4672,0.18922275
4673,0.18855068
4674,0.18846956
4675,0.18232633
4676,0.18809724
4677,0.1881826
4678,0.1776613
4679,0.18264621
4680,0.17750055
4681,0.18027072
4682,0.18031596
4683,0.18573245
4684,0.18628335
4685,0.1820955
4686,0.18786536
4687,0.17767565
4688,0.18070854
4689,0.1812916
4690,0.17745745
4691,0.18717343
4692,0.1871571
4693,0.18057589
4694,0.17714547
4695,0.18253733
4696,0.17922981
4697,0.18434243
4698,0.18196526
4699,0.17882258
4700,0.18762368
4701,0.18045445
4702,0.18553333
4703,0.1937555
4704,0.19384363
4705,0.18704537
4706,0.18185456
4707,0.18856826
4708,0.18879388
4709,0.18504769
4710,0.1837524
4711,0.18793997
4712,0.17946717
4713,0.1844005
4714,0.17772444
4715,0.17585285
4716,0.18004717
4717,0.18164419
4718,0.18100312
4719,0.18954042
4720,0.19107544
4721,0.19365154
4722,0.18754758
4723,0.18754758
4724,0.18863179
4725,0.19198579
4726,0.18691313
4727,0.18940723
4728,0.1887142
4729,0.19000652
4730,0.18940857
4731,0.18431893
4732,0.19611193
4733,0.18366084
4734,0.19505362
4735,0.19788854
4736,0.18759921
4737,0.18598618
4738,0.1908779
4739,0.1825415
4740,0.17904624
4741,0.17908326
4742,0.1777947
4743,0.18144901
4744,0.18437286
4745,0.17704615
4746,0.17973116
4747,0.18081008
4748,0.1758369
4749,0.17660357
4750,0.18563223
4751,0.17954244
4752,0.17690931
4753,0.18031454
4754,0.18897069
4755,0.17797239
4756,0.19127278
4757,0.18751632
4758,0.17983183
4759,0.185078
4760,0.18534777
4761,0.18152344
4762,0.1859711
4763,0.17854154
4764,0.18291259
4765,0.18561438
4766,0.181165
4767,0.18550035
4768,0.18117346
4769,0.17619027
4770,0.17461783
4771,0.18182512
4772,0.18474025
4773,0.18558004
